date,region_id,city,statecode,unemployment,housing,deltaunemp,deltastocks,threem,threed,time
1/1/2012,25483,Lakeland,FL,10.1,93523,-0.2,147.9,4/1/2012,1911,108
2/1/2012,25483,Lakeland,FL,10,94031,-0.1,207,5/1/2012,1255,109
3/1/2012,25483,Lakeland,FL,9.9,94906,-0.1,147.8,6/1/2012,201,110
4/1/2012,25483,Lakeland,FL,9.9,95434,0,-142.6,7/1/2012,-789,111
5/1/2012,25483,Lakeland,FL,9.8,95286,-0.1,-142.6,8/1/2012,-212,112
6/1/2012,25483,Lakeland,FL,9.8,95107,0,78.5,9/1/2012,-182,113
7/1/2012,25483,Lakeland,FL,9.7,94645,-0.1,71.3,10/1/2012,582,114
8/1/2012,25483,Lakeland,FL,9.6,95074,-0.1,71.3,11/1/2012,359,115
9/1/2012,25483,Lakeland,FL,9.4,94925,-0.2,34.1,12/1/2012,1546,116
10/1/2012,25483,Lakeland,FL,9.3,95227,-0.1,34.1,1/1/2013,2098,117
11/1/2012,25483,Lakeland,FL,9.1,95433,-0.2,-53.5,2/1/2013,2388,118
12/1/2012,25483,Lakeland,FL,9,96471,-0.1,73.1,3/1/2013,1821,119
1/1/2013,25483,Lakeland,FL,8.8,97325,-0.2,73.1,4/1/2013,1907,120
2/1/2013,25483,Lakeland,FL,8.7,97821,-0.1,282.7,5/1/2013,3118,121
3/1/2013,25483,Lakeland,FL,8.6,98292,-0.1,189.7,6/1/2013,4577,122
4/1/2013,25483,Lakeland,FL,8.5,99232,-0.1,119.7,7/1/2013,5692,123
5/1/2013,25483,Lakeland,FL,8.4,100939,-0.1,123,8/1/2013,5806,124
6/1/2013,25483,Lakeland,FL,8.3,102869,-0.1,95.7,9/1/2013,5646,125
7/1/2013,25483,Lakeland,FL,8.2,104924,-0.1,95.7,10/1/2013,4965,126
8/1/2013,25483,Lakeland,FL,8.1,106745,-0.1,-166.9,11/1/2013,3964,127
9/1/2013,25483,Lakeland,FL,7.9,108515,-0.2,166.9,12/1/2013,2749,128
10/1/2013,25483,Lakeland,FL,7.8,109889,-0.1,166.9,1/1/2014,2063,129
11/1/2013,25483,Lakeland,FL,7.6,110709,-0.2,231.3,2/1/2014,1964,130
12/1/2013,25483,Lakeland,FL,7.5,111264,-0.1,90.5,3/1/2014,2289,131
1/1/2014,25483,Lakeland,FL,7.5,111952,0,90.5,4/1/2014,2094,132
2/1/2014,25483,Lakeland,FL,7.4,112673,-0.1,-445.4,5/1/2014,1986,133
3/1/2014,25483,Lakeland,FL,7.4,113553,0,415.8,6/1/2014,1400,134
4/1/2014,25483,Lakeland,FL,7.4,114046,0,154.8,7/1/2014,1425,135
5/1/2014,25483,Lakeland,FL,7.3,114659,-0.1,11.8,8/1/2014,998,136
6/1/2014,25483,Lakeland,FL,7.3,114953,0,30.7,9/1/2014,1517,137
7/1/2014,25483,Lakeland,FL,7.2,115471,-0.1,30.7,10/1/2014,2017,138
8/1/2014,25483,Lakeland,FL,7.1,115657,-0.1,167.3,11/1/2014,3398,139
9/1/2014,25483,Lakeland,FL,7,116470,-0.1,62.7,12/1/2014,3550,140
10/1/2014,25483,Lakeland,FL,7,117488,0,62.7,1/1/2015,3354,141
11/1/2014,25483,Lakeland,FL,6.9,119055,-0.1,129.8,2/1/2015,2554,142
12/1/2014,25483,Lakeland,FL,6.8,120020,-0.1,129.8,3/1/2015,2218,143
1/1/2015,25483,Lakeland,FL,6.7,120842,-0.1,-91.8,4/1/2015,1860,144
2/1/2015,25483,Lakeland,FL,6.7,121609,0,-113.7,5/1/2015,1671,145
3/1/2015,25483,Lakeland,FL,6.6,122238,-0.1,233.1,6/1/2015,1591,146
4/1/2015,25483,Lakeland,FL,6.6,122702,0,38.1,7/1/2015,1429,147
5/1/2015,25483,Lakeland,FL,6.5,123280,-0.1,105.8,8/1/2015,1346,148
6/1/2015,25483,Lakeland,FL,6.4,123829,-0.1,-119.3,9/1/2015,1532,149
7/1/2015,25483,Lakeland,FL,6.3,124131,-0.1,13.8,10/1/2015,2352,150
8/1/2015,25483,Lakeland,FL,6.2,124626,-0.1,-327.7,11/1/2015,2443,151
9/1/2015,25483,Lakeland,FL,6.1,125361,-0.1,-327.7,12/1/2015,2872,152
10/1/2015,25483,Lakeland,FL,6,126483,-0.1,509.7,1/1/2016,2864,153
11/1/2015,25483,Lakeland,FL,5.9,127069,-0.1,42.5,2/1/2016,3990,154
12/1/2015,25483,Lakeland,FL,5.9,128233,0,42.5,3/1/2016,3825,155
1/1/2016,25483,Lakeland,FL,5.8,129347,-0.1,-259.4,4/1/2016,4015,156
2/1/2016,25483,Lakeland,FL,5.7,131059,-0.1,-259.4,5/1/2016,2971,157
3/1/2016,25483,Lakeland,FL,5.7,132058,0,455.1,6/1/2016,3362,158
4/1/2016,25483,Lakeland,FL,5.6,133362,-0.1,106.3,7/1/2016,3743,159
5/1/2016,25483,Lakeland,FL,5.5,134030,-0.1,38,8/1/2016,4756,160
6/1/2016,25483,Lakeland,FL,5.5,135420,0,38,9/1/2016,4217,161
7/1/2016,25483,Lakeland,FL,5.5,137105,0,162.4,10/1/2016,2631,162
8/1/2016,25483,Lakeland,FL,5.4,138786,-0.1,95.9,11/1/2016,1594,163
9/1/2016,25483,Lakeland,FL,5.4,139637,0,-17.5,12/1/2016,1358,164
10/1/2016,25483,Lakeland,FL,5.4,139736,0,128.7,1/1/2017,2483,165
11/1/2016,25483,Lakeland,FL,5.4,140380,0,128.7,2/1/2017,2891,166
12/1/2016,25483,Lakeland,FL,5.4,140995,0,258.8,3/1/2017,3919,167
1/1/2017,25483,Lakeland,FL,5.3,142219,-0.1,261,4/1/2017,3740,168
2/1/2017,25483,Lakeland,FL,5.2,143271,-0.1,261,5/1/2017,3562,169
3/1/2017,25483,Lakeland,FL,5.1,144914,-0.1,37.2,6/1/2017,2648,170
4/1/2017,25483,Lakeland,FL,5,145959,-0.1,97,7/1/2017,2382,171
5/1/2017,25483,Lakeland,FL,4.8,146833,-0.2,97,8/1/2017,2582,172
6/1/2017,25483,Lakeland,FL,4.7,147562,-0.1,169.2,9/1/2017,3220,173
7/1/2017,25483,Lakeland,FL,4.6,148341,-0.1,127.2,10/1/2017,4040,174
8/1/2017,25483,Lakeland,FL,4.5,149415,-0.1,127.2,11/1/2017,4670,175
9/1/2017,25483,Lakeland,FL,4.5,150782,0,192.4,12/1/2017,4811,176
10/1/2017,25483,Lakeland,FL,4.5,152381,0,369,1/1/2018,3642,177
11/1/2017,25483,Lakeland,FL,4.5,154085,0,369,2/1/2018,2107,178
12/1/2017,25483,Lakeland,FL,4.6,155593,0.1,222.3,3/1/2018,1049,179
1/1/2018,25483,Lakeland,FL,4.6,156023,0,148.1,4/1/2018,2519,180
2/1/2018,25483,Lakeland,FL,4.5,156192,-0.1,148.1,5/1/2018,4270,181
3/1/2018,25483,Lakeland,FL,4.5,156642,0,-401.5,6/1/2018,5300,182
4/1/2018,25483,Lakeland,FL,4.4,158542,-0.1,54.6,7/1/2018,4684,183
5/1/2018,25483,Lakeland,FL,4.2,160462,-0.2,54.5,8/1/2018,4164,184
6/1/2018,25483,Lakeland,FL,4.1,161942,-0.1,97.4,9/1/2018,4336,185
7/1/2018,25483,Lakeland,FL,3.9,163226,-0.2,338.3,10/1/2018,4521,186
8/1/2018,25483,Lakeland,FL,3.8,164626,-0.1,338.3,11/1/2018,3807,187
9/1/2018,25483,Lakeland,FL,3.7,166278,-0.1,-118.1,12/1/2018,2826,188
10/1/2018,25483,Lakeland,FL,3.7,167747,0,-118.1,1/1/2019,2542,189
11/1/2018,25483,Lakeland,FL,3.7,168433,0,-44,2/1/2019,2966,190
12/1/2018,25483,Lakeland,FL,3.8,169104,0.1,-435.3,3/1/2019,2720,191
1/1/2019,25483,Lakeland,FL,3.9,170289,0.1,-435.3,4/1/2019,1049,192
2/1/2019,25483,Lakeland,FL,3.9,171399,0,947.8,5/1/2019,123,193
3/1/2019,25483,Lakeland,FL,4,171824,0.1,131.4,6/1/2019,203,194
4/1/2019,25483,Lakeland,FL,4,171338,0,336.4,7/1/2019,1369,195
5/1/2019,25483,Lakeland,FL,4,171522,0,-583.7,8/1/2019,1731,196
6/1/2019,25483,Lakeland,FL,3.9,172027,-0.1,345.8,9/1/2019,1725,197
7/1/2019,25483,Lakeland,FL,3.8,172707,-0.1,427.3,10/1/2019,1830,198
2/1/2003,398300,Lansing,MI,5,91688,5,-212,5/1/2003,1305,1
3/1/2003,398300,Lansing,MI,5.1,92105,0.1,-87.2,6/1/2003,1452,2
4/1/2003,398300,Lansing,MI,5.2,92525,0.1,249,7/1/2003,1579,3
5/1/2003,398300,Lansing,MI,5.3,92993,0.1,180.4,8/1/2003,1740,4
6/1/2003,398300,Lansing,MI,5.4,93557,0.1,58.4,9/1/2003,1799,5
7/1/2003,398300,Lansing,MI,5.4,94104,0,134.2,10/1/2003,1767,6
8/1/2003,398300,Lansing,MI,5.4,94733,0,91.7,11/1/2003,1531,7
9/1/2003,398300,Lansing,MI,5.4,95356,0,110.9,12/1/2003,1300,8
10/1/2003,398300,Lansing,MI,5.3,95871,-0.1,70.7,1/1/2004,1218,9
11/1/2003,398300,Lansing,MI,5.4,96264,0.1,155,2/1/2004,1336,10
12/1/2003,398300,Lansing,MI,5.4,96656,0,135.5,3/1/2004,1430,11
1/1/2004,398300,Lansing,MI,5.5,97089,0.1,-14,4/1/2004,1566,12
2/1/2004,398300,Lansing,MI,5.6,97600,0.1,20.8,5/1/2004,1611,13
3/1/2004,398300,Lansing,MI,5.6,98086,0,-11.4,6/1/2004,1560,14
4/1/2004,398300,Lansing,MI,5.6,98655,0,-64.6,7/1/2004,1416,15
5/1/2004,398300,Lansing,MI,5.6,99211,0,12.4,8/1/2004,1257,16
6/1/2004,398300,Lansing,MI,5.6,99646,0,60.6,9/1/2004,1250,17
7/1/2004,398300,Lansing,MI,5.7,100071,0.1,-103.4,10/1/2004,1346,18
8/1/2004,398300,Lansing,MI,5.9,100468,0.2,-70.5,11/1/2004,1397,19
9/1/2004,398300,Lansing,MI,6.1,100896,0.2,18.2,12/1/2004,1526,20
10/1/2004,398300,Lansing,MI,6.2,101417,0.1,160.6,1/1/2005,1526,21
11/1/2004,398300,Lansing,MI,6.2,101865,0,183.8,2/1/2005,1605,22
12/1/2004,398300,Lansing,MI,6.2,102422,0,-12,3/1/2005,1491,23
1/1/2005,398300,Lansing,MI,6,102943,-0.2,9.3,4/1/2005,1286,24
2/1/2005,398300,Lansing,MI,5.9,103470,-0.1,-28.9,5/1/2005,1096,25
3/1/2005,398300,Lansing,MI,5.8,103913,-0.1,-94.3,6/1/2005,968,26
4/1/2005,398300,Lansing,MI,5.9,104229,0.1,-140.5,7/1/2005,928,27
5/1/2005,398300,Lansing,MI,5.9,104566,0,-2.6,8/1/2005,772,28
6/1/2005,398300,Lansing,MI,6,104881,0.1,75.9,9/1/2005,573,29
7/1/2005,398300,Lansing,MI,6.1,105157,0.1,126.1,10/1/2005,304,30
8/1/2005,398300,Lansing,MI,6.2,105338,0.1,-11.7,11/1/2005,351,31
9/1/2005,398300,Lansing,MI,6.2,105454,0,16,12/1/2005,383,32
10/1/2005,398300,Lansing,MI,6.2,105461,0,43.1,1/1/2006,772,33
11/1/2005,398300,Lansing,MI,6.2,105689,0,31.6,2/1/2006,683,34
12/1/2005,398300,Lansing,MI,6.2,105837,0,21.2,3/1/2006,600,35
1/1/2006,398300,Lansing,MI,6.2,106233,0,47.1,4/1/2006,156,36
2/1/2006,398300,Lansing,MI,6.2,106372,0,70.1,5/1/2006,106,37
3/1/2006,398300,Lansing,MI,6.2,106437,0,44.7,6/1/2006,152,38
4/1/2006,398300,Lansing,MI,6.2,106389,0,20.9,7/1/2006,61,39
5/1/2006,398300,Lansing,MI,6.3,106478,0.1,-12.8,8/1/2006,-328,40
6/1/2006,398300,Lansing,MI,6.3,106589,0,-34.3,9/1/2006,-893,41
7/1/2006,398300,Lansing,MI,6.2,106450,-0.1,34.6,10/1/2006,-1090,42
8/1/2006,398300,Lansing,MI,6.1,106150,-0.1,1,11/1/2006,-1033,43
9/1/2006,398300,Lansing,MI,6,105696,-0.1,153.7,12/1/2006,-556,44
10/1/2006,398300,Lansing,MI,6,105360,0,106.7,1/1/2007,-502,45
11/1/2006,398300,Lansing,MI,6,105117,0,142.9,2/1/2007,-452,46
12/1/2006,398300,Lansing,MI,5.9,105140,-0.1,112.6,3/1/2007,-931,47
1/1/2007,398300,Lansing,MI,5.9,104858,0,-26.9,4/1/2007,-1438,48
2/1/2007,398300,Lansing,MI,5.8,104665,-0.1,-23.4,5/1/2007,-2840,49
3/1/2007,398300,Lansing,MI,5.8,104209,0,11.8,6/1/2007,-4010,50
4/1/2007,398300,Lansing,MI,5.8,103420,0,236.6,7/1/2007,-4124,51
5/1/2007,398300,Lansing,MI,5.8,101825,0,267,8/1/2007,-2925,52
6/1/2007,398300,Lansing,MI,5.9,100199,0.1,-54.6,9/1/2007,-1334,53
7/1/2007,398300,Lansing,MI,5.9,99296,0,-7.3,10/1/2007,-775,54
8/1/2007,398300,Lansing,MI,6,98900,0.1,-39.5,11/1/2007,-1340,55
9/1/2007,398300,Lansing,MI,6,98865,0,133.4,12/1/2007,-2951,56
10/1/2007,398300,Lansing,MI,5.9,98521,-0.1,144.9,1/1/2008,-4285,57
11/1/2007,398300,Lansing,MI,5.8,97560,-0.1,-190.9,2/1/2008,-4493,58
12/1/2007,398300,Lansing,MI,5.8,95914,0,-96.4,3/1/2008,-3359,59
1/1/2008,398300,Lansing,MI,5.8,94236,0,-53,4/1/2008,-1406,60
2/1/2008,398300,Lansing,MI,5.9,93067,0.1,-396.4,5/1/2008,123,61
3/1/2008,398300,Lansing,MI,6,92555,0.1,49.9,6/1/2008,877,62
4/1/2008,398300,Lansing,MI,6.2,92830,0.2,136.2,7/1/2008,53,63
5/1/2008,398300,Lansing,MI,6.3,93190,0.1,-16.3,8/1/2008,-961,64
6/1/2008,398300,Lansing,MI,6.5,93432,0.2,-228.6,9/1/2008,-2281,65
7/1/2008,398300,Lansing,MI,6.6,92883,0.1,-294.4,10/1/2008,-2529,66
8/1/2008,398300,Lansing,MI,6.7,92229,0.1,62.5,11/1/2008,-2597,67
9/1/2008,398300,Lansing,MI,6.9,91151,0.2,-409.4,12/1/2008,-1980,68
10/1/2008,398300,Lansing,MI,7.1,90354,0.2,-515.4,1/1/2009,-2011,69
11/1/2008,398300,Lansing,MI,7.3,89632,0.2,-216.7,2/1/2009,-2059,70
12/1/2008,398300,Lansing,MI,7.5,89171,0.2,-211.8,3/1/2009,-2750,71
1/1/2009,398300,Lansing,MI,10,88343,2.5,-83.9,4/1/2009,-3401,72
2/1/2009,398300,Lansing,MI,10.2,87573,0.2,-207.9,5/1/2009,-3927,73
3/1/2009,398300,Lansing,MI,10.5,86421,0.3,-49,6/1/2009,-3767,74
4/1/2009,398300,Lansing,MI,10.8,84942,0.3,179.1,7/1/2009,-2934,75
5/1/2009,398300,Lansing,MI,11.1,83646,0.3,182,8/1/2009,-2470,76
6/1/2009,398300,Lansing,MI,11.3,82654,0.2,18.8,9/1/2009,-2137,77
7/1/2009,398300,Lansing,MI,11.4,82008,0.1,269.9,10/1/2009,-2341,78
8/1/2009,398300,Lansing,MI,11.4,81176,0,156,11/1/2009,-2113,79
9/1/2009,398300,Lansing,MI,11.2,80517,-0.2,88.5,12/1/2009,-1881,80
10/1/2009,398300,Lansing,MI,11.1,79667,-0.1,22.7,1/1/2010,-683,81
11/1/2009,398300,Lansing,MI,10.9,79063,-0.2,129.6,2/1/2010,-251,82
12/1/2009,398300,Lansing,MI,10.9,78636,0,174.6,3/1/2010,-46,83
1/1/2010,398300,Lansing,MI,10.8,78984,-0.1,25.3,4/1/2010,-897,84
2/1/2010,398300,Lansing,MI,10.7,78812,-0.1,-64.6,5/1/2010,-1014,85
3/1/2010,398300,Lansing,MI,10.6,78590,-0.1,232.9,6/1/2010,-1334,86
4/1/2010,398300,Lansing,MI,10.3,78087,-0.3,99.4,7/1/2010,-1634,87
5/1/2010,398300,Lansing,MI,10.1,77798,-0.2,-261.8,8/1/2010,-2273,88
6/1/2010,398300,Lansing,MI,9.8,77256,-0.3,-261.8,9/1/2010,-2687,89
7/1/2010,398300,Lansing,MI,9.6,76453,-0.2,213.9,10/1/2010,-2596,90
8/1/2010,398300,Lansing,MI,9.4,75525,-0.2,72.9,11/1/2010,-2337,91
9/1/2010,398300,Lansing,MI,9.3,74569,-0.1,72.8,12/1/2010,-2091,92
10/1/2010,398300,Lansing,MI,9.1,73857,-0.2,188.8,1/1/2011,-2672,93
11/1/2010,398300,Lansing,MI,9,73188,-0.1,6.3,2/1/2011,-3314,94
12/1/2010,398300,Lansing,MI,8.8,72478,-0.2,231.1,3/1/2011,-3973,95
1/1/2011,398300,Lansing,MI,8.7,71185,-0.1,153.4,4/1/2011,-3590,96
2/1/2011,398300,Lansing,MI,8.6,69874,-0.1,153.4,5/1/2011,-3025,97
3/1/2011,398300,Lansing,MI,8.5,68505,-0.1,26.1,6/1/2011,-2331,98
4/1/2011,398300,Lansing,MI,8.5,67595,0,193.6,7/1/2011,-1883,99
5/1/2011,398300,Lansing,MI,8.6,66849,0.1,-76.6,8/1/2011,-1534,100
6/1/2011,398300,Lansing,MI,8.6,66174,0,-76.6,9/1/2011,-1266,101
7/1/2011,398300,Lansing,MI,8.6,65712,0,-84.2,10/1/2011,-1254,102
8/1/2011,398300,Lansing,MI,8.5,65315,-0.1,-224.8,11/1/2011,-1214,103
9/1/2011,398300,Lansing,MI,8.3,64908,-0.2,-328.7,12/1/2011,-1153,104
10/1/2011,398300,Lansing,MI,8.1,64458,-0.2,218.2,1/1/2012,-900,105
11/1/2011,398300,Lansing,MI,7.8,64101,-0.3,218.2,2/1/2012,-670,106
12/1/2011,398300,Lansing,MI,7.6,63755,-0.2,67.2,3/1/2012,-157,107
1/1/2012,398300,Lansing,MI,7.5,63558,-0.1,147.9,4/1/2012,6,108
2/1/2012,398300,Lansing,MI,7.4,63431,-0.1,207,5/1/2012,23,109
3/1/2012,398300,Lansing,MI,7.4,63598,0,147.8,6/1/2012,-302,110
4/1/2012,398300,Lansing,MI,7.5,63564,0.1,-142.6,7/1/2012,-326,111
5/1/2012,398300,Lansing,MI,7.5,63454,0,-142.6,8/1/2012,-312,112
6/1/2012,398300,Lansing,MI,7.5,63296,0,78.5,9/1/2012,40,113
7/1/2012,398300,Lansing,MI,7.4,63238,-0.1,71.3,10/1/2012,269,114
8/1/2012,398300,Lansing,MI,7.3,63142,-0.1,71.3,11/1/2012,418,115
9/1/2012,398300,Lansing,MI,7.2,63336,-0.1,34.1,12/1/2012,182,116
10/1/2012,398300,Lansing,MI,7.2,63507,0,34.1,1/1/2013,-3,117
11/1/2012,398300,Lansing,MI,7.2,63560,0,-53.5,2/1/2013,60,118
12/1/2012,398300,Lansing,MI,7.3,63518,0.1,73.1,3/1/2013,165,119
1/1/2013,398300,Lansing,MI,7.4,63504,0.1,73.1,4/1/2013,226,120
2/1/2013,398300,Lansing,MI,7.5,63620,0.1,282.7,5/1/2013,111,121
3/1/2013,398300,Lansing,MI,7.5,63683,0,189.7,6/1/2013,183,122
4/1/2013,398300,Lansing,MI,7.5,63730,0,119.7,7/1/2013,329,123
5/1/2013,398300,Lansing,MI,7.4,63731,-0.1,123,8/1/2013,772,124
6/1/2013,398300,Lansing,MI,7.3,63866,-0.1,95.7,9/1/2013,799,125
7/1/2013,398300,Lansing,MI,7.2,64059,-0.1,95.7,10/1/2013,680,126
8/1/2013,398300,Lansing,MI,7.1,64503,-0.1,-166.9,11/1/2013,318,127
9/1/2013,398300,Lansing,MI,6.9,64665,-0.2,166.9,12/1/2013,463,128
10/1/2013,398300,Lansing,MI,6.7,64739,-0.2,166.9,1/1/2014,888,129
11/1/2013,398300,Lansing,MI,6.5,64821,-0.2,231.3,2/1/2014,1440,130
12/1/2013,398300,Lansing,MI,6.4,65128,-0.1,90.5,3/1/2014,1653,131
1/1/2014,398300,Lansing,MI,6.3,65627,-0.1,90.5,4/1/2014,1794,132
2/1/2014,398300,Lansing,MI,6.3,66261,0,-445.4,5/1/2014,1751,133
3/1/2014,398300,Lansing,MI,6.3,66781,0,415.8,6/1/2014,1971,134
4/1/2014,398300,Lansing,MI,6.2,67421,-0.1,154.8,7/1/2014,1745,135
5/1/2014,398300,Lansing,MI,6.2,68012,0,11.8,8/1/2014,1343,136
6/1/2014,398300,Lansing,MI,6.1,68752,-0.1,30.7,9/1/2014,508,137
7/1/2014,398300,Lansing,MI,6,69166,-0.1,30.7,10/1/2014,233,138
8/1/2014,398300,Lansing,MI,5.8,69355,-0.2,167.3,11/1/2014,176,139
9/1/2014,398300,Lansing,MI,5.7,69260,-0.1,62.7,12/1/2014,443,140
10/1/2014,398300,Lansing,MI,5.6,69399,-0.1,62.7,1/1/2015,336,141
11/1/2014,398300,Lansing,MI,5.4,69531,-0.2,129.8,2/1/2015,146,142
12/1/2014,398300,Lansing,MI,5.2,69703,-0.2,129.8,3/1/2015,-195,143
1/1/2015,398300,Lansing,MI,5.1,69735,-0.1,-91.8,4/1/2015,-320,144
2/1/2015,398300,Lansing,MI,5,69677,-0.1,-113.7,5/1/2015,-443,145
3/1/2015,398300,Lansing,MI,4.9,69508,-0.1,233.1,6/1/2015,-710,146
4/1/2015,398300,Lansing,MI,4.7,69415,-0.2,38.1,7/1/2015,-957,147
5/1/2015,398300,Lansing,MI,4.6,69234,-0.1,105.8,8/1/2015,-890,148
6/1/2015,398300,Lansing,MI,4.4,68798,-0.2,-119.3,9/1/2015,-69,149
7/1/2015,398300,Lansing,MI,4.3,68458,-0.1,13.8,10/1/2015,584,150
8/1/2015,398300,Lansing,MI,4.2,68344,-0.1,-327.7,11/1/2015,979,151
9/1/2015,398300,Lansing,MI,4.2,68729,0,-327.7,12/1/2015,814,152
10/1/2015,398300,Lansing,MI,4.1,69042,-0.1,509.7,1/1/2016,778,153
11/1/2015,398300,Lansing,MI,4.1,69323,0,42.5,2/1/2016,805,154
12/1/2015,398300,Lansing,MI,4.1,69543,0,42.5,3/1/2016,1182,155
1/1/2016,398300,Lansing,MI,4.1,69820,0,-259.4,4/1/2016,1202,156
2/1/2016,398300,Lansing,MI,4.2,70128,0.1,-259.4,5/1/2016,1498,157
3/1/2016,398300,Lansing,MI,4.2,70725,0,455.1,6/1/2016,1569,158
4/1/2016,398300,Lansing,MI,4.1,71022,-0.1,106.3,7/1/2016,2300,159
5/1/2016,398300,Lansing,MI,4.1,71626,0,38,8/1/2016,2572,160
6/1/2016,398300,Lansing,MI,4.1,72294,0,38,9/1/2016,2764,161
7/1/2016,398300,Lansing,MI,4.1,73322,0,162.4,10/1/2016,2489,162
8/1/2016,398300,Lansing,MI,4.1,74198,0,95.9,11/1/2016,2288,163
9/1/2016,398300,Lansing,MI,4.1,75058,0,-17.5,12/1/2016,1897,164
10/1/2016,398300,Lansing,MI,4.2,75811,0.1,128.7,1/1/2017,1513,165
11/1/2016,398300,Lansing,MI,4.3,76486,0.1,128.7,2/1/2017,1241,166
12/1/2016,398300,Lansing,MI,4.2,76955,-0.1,258.8,3/1/2017,1174,167
1/1/2017,398300,Lansing,MI,4.1,77324,-0.1,261,4/1/2017,1455,168
2/1/2017,398300,Lansing,MI,4,77727,-0.1,261,5/1/2017,1468,169
3/1/2017,398300,Lansing,MI,3.9,78129,-0.1,37.2,6/1/2017,1582,170
4/1/2017,398300,Lansing,MI,3.9,78779,0,97,7/1/2017,1243,171
5/1/2017,398300,Lansing,MI,3.9,79195,0,97,8/1/2017,1302,172
6/1/2017,398300,Lansing,MI,4,79711,0.1,169.2,9/1/2017,1090,173
7/1/2017,398300,Lansing,MI,4.1,80022,0.1,127.2,10/1/2017,1207,174
8/1/2017,398300,Lansing,MI,4.2,80497,0.1,127.2,11/1/2017,1446,175
9/1/2017,398300,Lansing,MI,4.3,80801,0.1,192.4,12/1/2017,1942,176
10/1/2017,398300,Lansing,MI,4.3,81229,0,369,1/1/2018,2344,177
11/1/2017,398300,Lansing,MI,4.3,81943,0,369,2/1/2018,2351,178
12/1/2017,398300,Lansing,MI,4.2,82743,-0.1,222.3,3/1/2018,2149,179
1/1/2018,398300,Lansing,MI,4.1,83573,-0.1,148.1,4/1/2018,1934,180
2/1/2018,398300,Lansing,MI,3.9,84294,-0.2,148.1,5/1/2018,1821,181
3/1/2018,398300,Lansing,MI,3.7,84892,-0.2,-401.5,6/1/2018,2006,182
4/1/2018,398300,Lansing,MI,3.5,85507,-0.2,54.6,7/1/2018,2251,183
5/1/2018,398300,Lansing,MI,3.3,86115,-0.2,54.5,8/1/2018,2322,184
6/1/2018,398300,Lansing,MI,3.2,86898,-0.1,97.4,9/1/2018,1930,185
7/1/2018,398300,Lansing,MI,3.1,87758,-0.1,338.3,10/1/2018,1230,186
8/1/2018,398300,Lansing,MI,3.2,88437,0.1,338.3,11/1/2018,761,187
9/1/2018,398300,Lansing,MI,3.3,88828,0.1,-118.1,12/1/2018,907,188
10/1/2018,398300,Lansing,MI,3.4,88988,0.1,-118.1,1/1/2019,1273,189
11/1/2018,398300,Lansing,MI,3.5,89198,0.1,-44,2/1/2019,1584,190
12/1/2018,398300,Lansing,MI,3.5,89735,0,-435.3,3/1/2019,1522,191
1/1/2019,398300,Lansing,MI,3.6,90261,0.1,-435.3,4/1/2019,1487,192
2/1/2019,398300,Lansing,MI,3.5,90782,-0.1,947.8,5/1/2019,1474,193
3/1/2019,398300,Lansing,MI,3.5,91257,0,131.4,6/1/2019,1301,194
4/1/2019,398300,Lansing,MI,3.5,91748,0,336.4,7/1/2019,1060,195
5/1/2019,398300,Lansing,MI,3.3,92256,-0.2,-583.7,8/1/2019,873,196
6/1/2019,398300,Lansing,MI,3.3,92558,0,345.8,9/1/2019,1187,197
7/1/2019,398300,Lansing,MI,3.3,92808,0,427.3,10/1/2019,1685,198
2/1/2003,18959,Las Vegas,NV,5.5,208704,5.5,-212,5/1/2003,3100,1
3/1/2003,18959,Las Vegas,NV,5.4,209777,-0.1,-87.2,6/1/2003,3360,2
4/1/2003,18959,Las Vegas,NV,5.4,210723,0,249,7/1/2003,3992,3
5/1/2003,18959,Las Vegas,NV,5.3,211804,-0.1,180.4,8/1/2003,4940,4
6/1/2003,18959,Las Vegas,NV,5.3,213137,0,58.4,9/1/2003,6679,5
7/1/2003,18959,Las Vegas,NV,5.3,214715,0,134.2,10/1/2003,8821,6
8/1/2003,18959,Las Vegas,NV,5.2,216744,-0.1,91.7,11/1/2003,11251,7
9/1/2003,18959,Las Vegas,NV,5.1,219816,-0.1,110.9,12/1/2003,12355,8
10/1/2003,18959,Las Vegas,NV,5,223536,-0.1,70.7,1/1/2004,13374,9
11/1/2003,18959,Las Vegas,NV,4.9,227995,-0.1,155,2/1/2004,12962,10
12/1/2003,18959,Las Vegas,NV,4.8,232171,-0.1,135.5,3/1/2004,14710,11
1/1/2004,18959,Las Vegas,NV,4.7,236910,-0.1,-14,4/1/2004,15023,12
2/1/2004,18959,Las Vegas,NV,4.7,240957,0,20.8,5/1/2004,18656,13
3/1/2004,18959,Las Vegas,NV,4.6,246881,-0.1,-11.4,6/1/2004,20841,14
4/1/2004,18959,Las Vegas,NV,4.5,251933,-0.1,-64.6,7/1/2004,25301,15
5/1/2004,18959,Las Vegas,NV,4.4,259613,-0.1,12.4,8/1/2004,25264,16
6/1/2004,18959,Las Vegas,NV,4.3,267722,-0.1,60.6,9/1/2004,23249,17
7/1/2004,18959,Las Vegas,NV,4.2,277234,-0.1,-103.4,10/1/2004,18250,18
8/1/2004,18959,Las Vegas,NV,4.2,284877,0,-70.5,11/1/2004,14776,19
9/1/2004,18959,Las Vegas,NV,4.1,290971,-0.1,18.2,12/1/2004,13663,20
