date,city,statecode,unemployment,housing
2010-03-01,Brownsville,TX,11.0,92209
2010-04-01,Brownsville,TX,11.0,92946
2010-05-01,Brownsville,TX,11.1,93307
2010-06-01,Brownsville,TX,11.0,94029
2010-07-01,Brownsville,TX,11.1,94124
2010-08-01,Brownsville,TX,11.2,94034
2010-09-01,Brownsville,TX,11.3,93782
2010-10-01,Brownsville,TX,11.4,93694
2010-11-01,Brownsville,TX,11.5,93122
2010-12-01,Brownsville,TX,11.6,92724
2011-01-01,Brownsville,TX,11.6,92278
2011-02-01,Brownsville,TX,11.6,91935
2011-03-01,Brownsville,TX,11.6,91229
2011-04-01,Brownsville,TX,11.6,90285
2011-05-01,Brownsville,TX,11.6,89224
2011-06-01,Brownsville,TX,11.7,88636
2011-07-01,Brownsville,TX,11.7,88351
2011-08-01,Brownsville,TX,11.7,88642
2011-09-01,Brownsville,TX,11.6,88814
2011-10-01,Brownsville,TX,11.4,88842
2011-11-01,Brownsville,TX,11.1,88657
2011-12-01,Brownsville,TX,10.9,88456
2012-01-01,Brownsville,TX,10.6,88371
2012-02-01,Brownsville,TX,10.5,88204
2012-03-01,Brownsville,TX,10.4,89180
2012-04-01,Brownsville,TX,10.4,89954
2012-05-01,Brownsville,TX,10.4,91221
2012-06-01,Brownsville,TX,10.4,91164
2012-07-01,Brownsville,TX,10.3,91281
2012-08-01,Brownsville,TX,10.3,90330
2012-09-01,Brownsville,TX,10.2,89783
2012-10-01,Brownsville,TX,10.2,89735
2012-11-01,Brownsville,TX,10.2,90119
2012-12-01,Brownsville,TX,10.2,90654
2013-01-01,Brownsville,TX,10.2,90450
2013-02-01,Brownsville,TX,10.3,90564
2013-03-01,Brownsville,TX,10.3,89938
2013-04-01,Brownsville,TX,10.2,89792
2013-05-01,Brownsville,TX,10.1,89203
2013-06-01,Brownsville,TX,10.0,88997
2013-07-01,Brownsville,TX,10.0,88674
2013-08-01,Brownsville,TX,9.9,89115
2013-09-01,Brownsville,TX,9.8,89397
2013-10-01,Brownsville,TX,9.7,89271
2013-11-01,Brownsville,TX,9.5,88856
2013-12-01,Brownsville,TX,9.3,88674
2014-01-01,Brownsville,TX,9.2,88957
2014-02-01,Brownsville,TX,8.9,88678
2014-03-01,Brownsville,TX,8.8,88372
2014-04-01,Brownsville,TX,8.6,87946
2014-05-01,Brownsville,TX,8.5,87980
2014-06-01,Brownsville,TX,8.4,88318
2014-07-01,Brownsville,TX,8.3,88419
2014-08-01,Brownsville,TX,8.2,88588
2014-09-01,Brownsville,TX,8.0,88542
2014-10-01,Brownsville,TX,7.8,89027
2014-11-01,Brownsville,TX,7.6,89477
2014-12-01,Brownsville,TX,7.5,89736
2015-01-01,Brownsville,TX,7.4,89787
2015-02-01,Brownsville,TX,7.3,90192
2015-03-01,Brownsville,TX,7.3,90894
2015-04-01,Brownsville,TX,7.2,91668
2015-05-01,Brownsville,TX,7.1,92048
2015-06-01,Brownsville,TX,7.0,92488
2015-07-01,Brownsville,TX,7.0,93127
2015-08-01,Brownsville,TX,7.0,93420
2015-09-01,Brownsville,TX,7.0,93830
2015-10-01,Brownsville,TX,6.9,93446
2015-11-01,Brownsville,TX,6.9,93388
2015-12-01,Brownsville,TX,6.9,92998
2016-01-01,Brownsville,TX,6.9,92890
2016-02-01,Brownsville,TX,6.9,93134
2016-03-01,Brownsville,TX,6.9,92720
2016-04-01,Brownsville,TX,7.0,92348
2016-05-01,Brownsville,TX,7.1,92080
2016-06-01,Brownsville,TX,7.2,92023
2016-07-01,Brownsville,TX,7.3,92048
2016-08-01,Brownsville,TX,7.3,91766
2016-09-01,Brownsville,TX,7.4,91647
2016-10-01,Brownsville,TX,7.5,91511
2016-11-01,Brownsville,TX,7.5,91587
2016-12-01,Brownsville,TX,7.5,91837
2017-01-01,Brownsville,TX,7.5,92441
2017-02-01,Brownsville,TX,7.4,92219
2017-03-01,Brownsville,TX,7.3,92725
2017-04-01,Brownsville,TX,7.2,92931
2017-05-01,Brownsville,TX,7.1,93529
2017-06-01,Brownsville,TX,7.0,93996
2017-07-01,Brownsville,TX,6.9,94252
2017-08-01,Brownsville,TX,6.8,94791
2017-09-01,Brownsville,TX,6.7,95015
2017-10-01,Brownsville,TX,6.5,96054
2017-11-01,Brownsville,TX,6.4,96685
2017-12-01,Brownsville,TX,6.4,97291
2018-01-01,Brownsville,TX,6.4,97209
2018-02-01,Brownsville,TX,6.4,97501
2018-03-01,Brownsville,TX,6.5,97813
2018-04-01,Brownsville,TX,6.4,98357
2018-05-01,Brownsville,TX,6.4,98751
2018-06-01,Brownsville,TX,6.3,98514
2018-07-01,Brownsville,TX,6.2,98472
2018-08-01,Brownsville,TX,6.0,98247
2018-09-01,Brownsville,TX,5.9,98695
2018-10-01,Brownsville,TX,5.8,98877
2018-11-01,Brownsville,TX,5.9,99301
2018-12-01,Brownsville,TX,5.9,99413
2019-01-01,Brownsville,TX,5.9,99631
2019-02-01,Brownsville,TX,6.0,100105
2019-03-01,Brownsville,TX,5.9,100553
2019-04-01,Brownsville,TX,5.7,100914
2019-05-01,Brownsville,TX,5.5,101065
2019-06-01,Brownsville,TX,5.4,101712
2019-07-01,Brownsville,TX,5.3,102265
2019-08-01,Brownsville,TX,5.3,102863
2019-09-01,Brownsville,TX,5.3,103038
2019-10-01,Brownsville,TX,5.3,103013
2019-11-01,Brownsville,TX,5.4,102918
2019-12-01,Brownsville,TX,5.6,103023
2020-01-01,Brownsville,TX,5.6,103275
2003-01-01,Buffalo,NY,5.5,48857
2003-02-01,Buffalo,NY,5.5,48747
2003-03-01,Buffalo,NY,5.6,48524
2003-04-01,Buffalo,NY,5.7,48105
2003-05-01,Buffalo,NY,5.8,47807
2003-06-01,Buffalo,NY,5.9,47710
2003-07-01,Buffalo,NY,6.0,48133
2003-08-01,Buffalo,NY,6.1,48987
2003-09-01,Buffalo,NY,6.1,49763
2003-10-01,Buffalo,NY,6.1,50166
2003-11-01,Buffalo,NY,6.1,49960
2003-12-01,Buffalo,NY,6.2,49782
2004-01-01,Buffalo,NY,6.2,49315
2004-02-01,Buffalo,NY,6.1,49212
2004-03-01,Buffalo,NY,6.1,49389
2004-04-01,Buffalo,NY,6.0,49875
2004-05-01,Buffalo,NY,5.9,50417
2004-06-01,Buffalo,NY,5.8,50685
2004-07-01,Buffalo,NY,5.7,50375
2004-08-01,Buffalo,NY,5.6,49422
2004-09-01,Buffalo,NY,5.5,48438
2004-10-01,Buffalo,NY,5.5,48115
2004-11-01,Buffalo,NY,5.4,48292
2004-12-01,Buffalo,NY,5.4,48715
2005-01-01,Buffalo,NY,5.3,49376
2005-02-01,Buffalo,NY,5.3,50200
2005-03-01,Buffalo,NY,5.2,50747
2005-04-01,Buffalo,NY,5.2,51094
2005-05-01,Buffalo,NY,5.3,50967
2005-06-01,Buffalo,NY,5.3,50871
2005-07-01,Buffalo,NY,5.3,50590
2005-08-01,Buffalo,NY,5.3,50551
2005-09-01,Buffalo,NY,5.3,50647
2005-10-01,Buffalo,NY,5.2,51047
2005-11-01,Buffalo,NY,5.1,51661
2005-12-01,Buffalo,NY,5.1,52278
2006-01-01,Buffalo,NY,5.1,52593
2006-02-01,Buffalo,NY,5.1,52768
2006-03-01,Buffalo,NY,5.1,53160
2006-04-01,Buffalo,NY,5.1,53927
2006-05-01,Buffalo,NY,5.1,55090
2006-06-01,Buffalo,NY,5.1,56266
2006-07-01,Buffalo,NY,5.1,57400
2006-08-01,Buffalo,NY,5.0,58319
2006-09-01,Buffalo,NY,4.9,59048
2006-10-01,Buffalo,NY,4.8,59517
2006-11-01,Buffalo,NY,4.7,59803
2006-12-01,Buffalo,NY,4.6,60042
2007-01-01,Buffalo,NY,4.6,60179
2007-02-01,Buffalo,NY,4.5,60358
2007-03-01,Buffalo,NY,4.6,60285
2007-04-01,Buffalo,NY,4.6,60116
2007-05-01,Buffalo,NY,4.7,59707
2007-06-01,Buffalo,NY,4.7,59493
2007-07-01,Buffalo,NY,4.8,59341
2007-08-01,Buffalo,NY,4.9,59249
2007-09-01,Buffalo,NY,5.0,59052
2007-10-01,Buffalo,NY,5.0,58936
2007-11-01,Buffalo,NY,5.1,58906
2007-12-01,Buffalo,NY,5.2,58780
2008-01-01,Buffalo,NY,5.4,58664
2008-02-01,Buffalo,NY,5.5,58345
2008-03-01,Buffalo,NY,5.5,58306
2008-04-01,Buffalo,NY,5.6,58236
2008-05-01,Buffalo,NY,5.7,58368
2008-06-01,Buffalo,NY,5.8,58157
2008-07-01,Buffalo,NY,5.9,57968
2008-08-01,Buffalo,NY,6.0,57779
2008-09-01,Buffalo,NY,6.1,57787
2008-10-01,Buffalo,NY,6.3,57585
2008-11-01,Buffalo,NY,6.5,57277
2008-12-01,Buffalo,NY,6.7,57068
2009-01-01,Buffalo,NY,7.9,57093
2009-02-01,Buffalo,NY,8.1,57220
2009-03-01,Buffalo,NY,8.2,57357
2009-04-01,Buffalo,NY,8.3,57281
2009-05-01,Buffalo,NY,8.4,57312
2009-06-01,Buffalo,NY,8.4,57160
2009-07-01,Buffalo,NY,8.4,57157
2009-08-01,Buffalo,NY,8.4,57175
2009-09-01,Buffalo,NY,8.4,57406
2009-10-01,Buffalo,NY,8.5,57745
2009-11-01,Buffalo,NY,8.5,58052
2009-12-01,Buffalo,NY,8.6,58108
2010-01-01,Buffalo,NY,8.7,57969
2010-02-01,Buffalo,NY,8.7,57832
2010-03-01,Buffalo,NY,8.7,57886
2010-04-01,Buffalo,NY,8.7,58409
2010-05-01,Buffalo,NY,8.6,58737
2010-06-01,Buffalo,NY,8.5,59243
2010-07-01,Buffalo,NY,8.4,59411
2010-08-01,Buffalo,NY,8.4,59363
2010-09-01,Buffalo,NY,8.4,58985
2010-10-01,Buffalo,NY,8.4,58483
2010-11-01,Buffalo,NY,8.4,58196
2010-12-01,Buffalo,NY,8.4,58088
2011-01-01,Buffalo,NY,8.3,58106
2011-02-01,Buffalo,NY,8.2,58105
2011-03-01,Buffalo,NY,8.2,57854
2011-04-01,Buffalo,NY,8.2,57399
2011-05-01,Buffalo,NY,8.2,56868
2011-06-01,Buffalo,NY,8.2,56387
2011-07-01,Buffalo,NY,8.2,56012
2011-08-01,Buffalo,NY,8.2,55957
2011-09-01,Buffalo,NY,8.2,56139
2011-10-01,Buffalo,NY,8.2,56439
2011-11-01,Buffalo,NY,8.3,56584
2011-12-01,Buffalo,NY,8.3,56620
2012-01-01,Buffalo,NY,8.4,56556
2012-02-01,Buffalo,NY,8.5,56594
2012-03-01,Buffalo,NY,8.6,56581
2012-04-01,Buffalo,NY,8.7,56373
2012-05-01,Buffalo,NY,8.7,56325
2012-06-01,Buffalo,NY,8.7,56393
2012-07-01,Buffalo,NY,8.7,56724
2012-08-01,Buffalo,NY,8.6,56863
2012-09-01,Buffalo,NY,8.4,56753
2012-10-01,Buffalo,NY,8.3,56685
2012-11-01,Buffalo,NY,8.2,56486
2012-12-01,Buffalo,NY,8.2,56539
2013-01-01,Buffalo,NY,8.1,56538
2013-02-01,Buffalo,NY,8.0,56617
2013-03-01,Buffalo,NY,8.0,56746
2013-04-01,Buffalo,NY,7.9,57170
2013-05-01,Buffalo,NY,7.8,57612
2013-06-01,Buffalo,NY,7.7,57964
2013-07-01,Buffalo,NY,7.6,58260
2013-08-01,Buffalo,NY,7.5,58452
2013-09-01,Buffalo,NY,7.4,58760
2013-10-01,Buffalo,NY,7.2,58899
2013-11-01,Buffalo,NY,7.0,59356
2013-12-01,Buffalo,NY,6.9,59823
2014-01-01,Buffalo,NY,6.7,60530
2014-02-01,Buffalo,NY,6.6,61046
2014-03-01,Buffalo,NY,6.5,61578
2014-04-01,Buffalo,NY,6.4,61875
2014-05-01,Buffalo,NY,6.4,62091
2014-06-01,Buffalo,NY,6.3,62169
2014-07-01,Buffalo,NY,6.3,62111
2014-08-01,Buffalo,NY,6.2,62353
2014-09-01,Buffalo,NY,6.1,62765
2014-10-01,Buffalo,NY,6.0,63402
2014-11-01,Buffalo,NY,5.9,63849
2014-12-01,Buffalo,NY,5.8,64142
2015-01-01,Buffalo,NY,5.8,64301
2015-02-01,Buffalo,NY,5.7,64576
2015-03-01,Buffalo,NY,5.7,64847
2015-04-01,Buffalo,NY,5.7,65152
2015-05-01,Buffalo,NY,5.7,65489
2015-06-01,Buffalo,NY,5.6,65861
2015-07-01,Buffalo,NY,5.5,66454
2015-08-01,Buffalo,NY,5.4,66949
2015-09-01,Buffalo,NY,5.3,67381
2015-10-01,Buffalo,NY,5.2,67596
2015-11-01,Buffalo,NY,5.1,67975
2015-12-01,Buffalo,NY,5.0,68287
2016-01-01,Buffalo,NY,4.9,68609
2016-02-01,Buffalo,NY,4.9,68783
2016-03-01,Buffalo,NY,4.9,68999
2016-04-01,Buffalo,NY,4.9,69349
2016-05-01,Buffalo,NY,5.0,69619
2016-06-01,Buffalo,NY,5.0,70268
2016-07-01,Buffalo,NY,5.1,70629
2016-08-01,Buffalo,NY,5.2,71029
2016-09-01,Buffalo,NY,5.3,71258
2016-10-01,Buffalo,NY,5.3,71533
2016-11-01,Buffalo,NY,5.4,71731
2016-12-01,Buffalo,NY,5.3,72070
2017-01-01,Buffalo,NY,5.3,72813
2017-02-01,Buffalo,NY,5.3,73714
2017-03-01,Buffalo,NY,5.3,74548
2017-04-01,Buffalo,NY,5.3,75384
2017-05-01,Buffalo,NY,5.3,76411
2017-06-01,Buffalo,NY,5.3,77321
2017-07-01,Buffalo,NY,5.4,78201
2017-08-01,Buffalo,NY,5.4,78933
2017-09-01,Buffalo,NY,5.4,79592
2017-10-01,Buffalo,NY,5.4,80614
2017-11-01,Buffalo,NY,5.3,81718
2017-12-01,Buffalo,NY,5.3,82960
2018-01-01,Buffalo,NY,5.2,83532
2018-02-01,Buffalo,NY,5.1,84137
2018-03-01,Buffalo,NY,5.0,84716
2018-04-01,Buffalo,NY,4.8,85515
2018-05-01,Buffalo,NY,4.7,86159
2018-06-01,Buffalo,NY,4.5,86851
2018-07-01,Buffalo,NY,4.4,87863
2018-08-01,Buffalo,NY,4.2,89013
2018-09-01,Buffalo,NY,4.2,90437
2018-10-01,Buffalo,NY,4.2,91635
2018-11-01,Buffalo,NY,4.2,92523
2018-12-01,Buffalo,NY,4.2,93109
2019-01-01,Buffalo,NY,4.2,93881
2019-02-01,Buffalo,NY,4.1,94853
2019-03-01,Buffalo,NY,4.1,95959
2019-04-01,Buffalo,NY,4.0,96730
2019-05-01,Buffalo,NY,4.0,97601
2019-06-01,Buffalo,NY,4.0,98420
2019-07-01,Buffalo,NY,4.0,99079
2019-08-01,Buffalo,NY,4.2,99730
2019-09-01,Buffalo,NY,4.2,100265
2019-10-01,Buffalo,NY,4.3,100797
2019-11-01,Buffalo,NY,4.4,101555
2019-12-01,Buffalo,NY,4.5,102449
2020-01-01,Buffalo,NY,4.4,103462
2003-01-01,Charleston,SC,5.0,195195
2003-02-01,Charleston,SC,5.2,196151
2003-03-01,Charleston,SC,5.4,196923
2003-04-01,Charleston,SC,5.4,197548
2003-05-01,Charleston,SC,5.5,198102
2003-06-01,Charleston,SC,5.5,198528
2003-07-01,Charleston,SC,5.5,199252
2003-08-01,Charleston,SC,5.5,200283
2003-09-01,Charleston,SC,5.5,201470
2003-10-01,Charleston,SC,5.5,202704
2003-11-01,Charleston,SC,5.4,203824
2003-12-01,Charleston,SC,5.4,205479
2004-01-01,Charleston,SC,5.4,207015
2004-02-01,Charleston,SC,5.4,208284
2004-03-01,Charleston,SC,5.4,209745
2004-04-01,Charleston,SC,5.4,211563
2004-05-01,Charleston,SC,5.4,214164
2004-06-01,Charleston,SC,5.4,216897
2004-07-01,Charleston,SC,5.4,219557
2004-08-01,Charleston,SC,5.4,221921
2004-09-01,Charleston,SC,5.4,224386
2004-10-01,Charleston,SC,5.4,226792
2004-11-01,Charleston,SC,5.4,229523
2004-12-01,Charleston,SC,5.4,231461
2005-01-01,Charleston,SC,5.4,233752
2005-02-01,Charleston,SC,5.4,236278
2005-03-01,Charleston,SC,5.3,239790
2005-04-01,Charleston,SC,5.2,242891
2005-05-01,Charleston,SC,5.2,245966
2005-06-01,Charleston,SC,5.2,249007
2005-07-01,Charleston,SC,5.3,252572
2005-08-01,Charleston,SC,5.4,256037
2005-09-01,Charleston,SC,5.5,259467
2005-10-01,Charleston,SC,5.5,263379
2005-11-01,Charleston,SC,5.5,267145
2005-12-01,Charleston,SC,5.4,271105
2006-01-01,Charleston,SC,5.3,274177
2006-02-01,Charleston,SC,5.2,277802
2006-03-01,Charleston,SC,5.2,280382
2006-04-01,Charleston,SC,5.2,283730
2006-05-01,Charleston,SC,5.2,286812
2006-06-01,Charleston,SC,5.2,290442
2006-07-01,Charleston,SC,5.2,293275
2006-08-01,Charleston,SC,5.2,295580
2006-09-01,Charleston,SC,5.2,297491
2006-10-01,Charleston,SC,5.1,298499
2006-11-01,Charleston,SC,5.0,298845
2006-12-01,Charleston,SC,4.9,298688
2007-01-01,Charleston,SC,4.7,299265
2007-02-01,Charleston,SC,4.6,300054
2007-03-01,Charleston,SC,4.4,300946
2007-04-01,Charleston,SC,4.3,301036
2007-05-01,Charleston,SC,4.3,300233
2007-06-01,Charleston,SC,4.3,298852
2007-07-01,Charleston,SC,4.3,297913
2007-08-01,Charleston,SC,4.4,297214
2007-09-01,Charleston,SC,4.5,296218
2007-10-01,Charleston,SC,4.5,294392
2007-11-01,Charleston,SC,4.5,293346
2007-12-01,Charleston,SC,4.5,292642
2008-01-01,Charleston,SC,4.5,292787
2008-02-01,Charleston,SC,4.5,292012
2008-03-01,Charleston,SC,4.6,290165
2008-04-01,Charleston,SC,4.8,287805
2008-05-01,Charleston,SC,5.0,285963
2008-06-01,Charleston,SC,5.3,284927
2008-07-01,Charleston,SC,5.5,283323
2008-08-01,Charleston,SC,5.8,281331
2008-09-01,Charleston,SC,6.2,278819
2008-10-01,Charleston,SC,6.6,277216
2008-11-01,Charleston,SC,7.0,274567
2008-12-01,Charleston,SC,7.6,272355
2009-01-01,Charleston,SC,8.1,268383
2009-02-01,Charleston,SC,8.6,264814
2009-03-01,Charleston,SC,9.0,262034
2009-04-01,Charleston,SC,9.3,260204
2009-05-01,Charleston,SC,9.5,258056
2009-06-01,Charleston,SC,9.5,255330
2009-07-01,Charleston,SC,9.6,251967
2009-08-01,Charleston,SC,9.6,249242
2009-09-01,Charleston,SC,9.6,247585
2009-10-01,Charleston,SC,9.6,246785
2009-11-01,Charleston,SC,9.7,246844
2009-12-01,Charleston,SC,9.8,246142
2010-01-01,Charleston,SC,9.7,246536
2010-02-01,Charleston,SC,9.6,245854
2010-03-01,Charleston,SC,9.5,245371
2010-04-01,Charleston,SC,9.4,244096
2010-05-01,Charleston,SC,9.3,243402
2010-06-01,Charleston,SC,9.1,242127
2010-07-01,Charleston,SC,9.1,241824
2010-08-01,Charleston,SC,9.0,241469
2010-09-01,Charleston,SC,9.0,240690
2010-10-01,Charleston,SC,9.0,238791
2010-11-01,Charleston,SC,9.0,236899
2010-12-01,Charleston,SC,8.9,235342
2011-01-01,Charleston,SC,8.8,232955
2011-02-01,Charleston,SC,8.8,230584
2011-03-01,Charleston,SC,8.8,228380
2011-04-01,Charleston,SC,8.8,227211
2011-05-01,Charleston,SC,8.9,225744
2011-06-01,Charleston,SC,9.0,224158
2011-07-01,Charleston,SC,9.0,222115
2011-08-01,Charleston,SC,8.9,221121
2011-09-01,Charleston,SC,8.8,220255
2011-10-01,Charleston,SC,8.7,219506
2011-11-01,Charleston,SC,8.5,218453
2011-12-01,Charleston,SC,8.3,217699
2012-01-01,Charleston,SC,8.1,217577
2012-02-01,Charleston,SC,8.0,218676
2012-03-01,Charleston,SC,8.0,220157
2012-04-01,Charleston,SC,7.9,221199
2012-05-01,Charleston,SC,7.9,222337
2012-06-01,Charleston,SC,7.9,223866
2012-07-01,Charleston,SC,7.7,225944
2012-08-01,Charleston,SC,7.5,226458
2012-09-01,Charleston,SC,7.3,227375
2012-10-01,Charleston,SC,7.1,228674
2012-11-01,Charleston,SC,7.0,230032
2012-12-01,Charleston,SC,6.9,231307
2013-01-01,Charleston,SC,6.8,232966
2013-02-01,Charleston,SC,6.8,234544
2013-03-01,Charleston,SC,6.7,235419
2013-04-01,Charleston,SC,6.6,236273
2013-05-01,Charleston,SC,6.6,237580
2013-06-01,Charleston,SC,6.5,239561
2013-07-01,Charleston,SC,6.4,241540
2013-08-01,Charleston,SC,6.3,244013
2013-09-01,Charleston,SC,6.1,246060
2013-10-01,Charleston,SC,5.9,248277
2013-11-01,Charleston,SC,5.7,250488
2013-12-01,Charleston,SC,5.5,252226
2014-01-01,Charleston,SC,5.3,253377
2014-02-01,Charleston,SC,5.2,254475
2014-03-01,Charleston,SC,5.2,255773
2014-04-01,Charleston,SC,5.2,256905
2014-05-01,Charleston,SC,5.3,257306
2014-06-01,Charleston,SC,5.5,257592
2014-07-01,Charleston,SC,5.6,257691
2014-08-01,Charleston,SC,5.7,258599
2014-09-01,Charleston,SC,5.8,259578
2014-10-01,Charleston,SC,5.8,260195
2014-11-01,Charleston,SC,5.8,261331
2014-12-01,Charleston,SC,5.7,263062
2015-01-01,Charleston,SC,5.6,265140
2015-02-01,Charleston,SC,5.6,266653
2015-03-01,Charleston,SC,5.5,268610
2015-04-01,Charleston,SC,5.4,270904
2015-05-01,Charleston,SC,5.3,273583
2015-06-01,Charleston,SC,5.2,275644
2015-07-01,Charleston,SC,5.1,277931
2015-08-01,Charleston,SC,5.0,279295
2015-09-01,Charleston,SC,4.9,281133
2015-10-01,Charleston,SC,4.8,283030
2015-11-01,Charleston,SC,4.8,284263
2015-12-01,Charleston,SC,4.8,285893
2016-01-01,Charleston,SC,4.7,287093
2016-02-01,Charleston,SC,4.7,289207
2016-03-01,Charleston,SC,4.6,290348
2016-04-01,Charleston,SC,4.5,291979
2016-05-01,Charleston,SC,4.4,293696
2016-06-01,Charleston,SC,4.4,295601
2016-07-01,Charleston,SC,4.3,297166
2016-08-01,Charleston,SC,4.2,298679
2016-09-01,Charleston,SC,4.1,299926
2016-10-01,Charleston,SC,4.1,301462
2016-11-01,Charleston,SC,4.1,303450
2016-12-01,Charleston,SC,4.0,304541
2017-01-01,Charleston,SC,4.0,306138
2017-02-01,Charleston,SC,3.9,307469
2017-03-01,Charleston,SC,3.8,309331
2017-04-01,Charleston,SC,3.7,310514
2017-05-01,Charleston,SC,3.6,311387
2017-06-01,Charleston,SC,3.6,313285
2017-07-01,Charleston,SC,3.6,315127
2017-08-01,Charleston,SC,3.6,317774
2017-09-01,Charleston,SC,3.6,319453
2017-10-01,Charleston,SC,3.6,321234
2017-11-01,Charleston,SC,3.5,323077
2017-12-01,Charleston,SC,3.5,325578
2018-01-01,Charleston,SC,3.4,327586
2018-02-01,Charleston,SC,3.2,328281
2018-03-01,Charleston,SC,3.1,328969
2018-04-01,Charleston,SC,2.9,329613
2018-05-01,Charleston,SC,2.8,331311
2018-06-01,Charleston,SC,2.7,331958
2018-07-01,Charleston,SC,2.7,332783
2018-08-01,Charleston,SC,2.7,333224
2018-09-01,Charleston,SC,2.8,334403
2018-10-01,Charleston,SC,2.7,335520
2018-11-01,Charleston,SC,2.8,335894
2018-12-01,Charleston,SC,2.8,335953
2019-01-01,Charleston,SC,2.8,335790
2019-02-01,Charleston,SC,2.8,336098
2019-03-01,Charleston,SC,2.9,336445
2019-04-01,Charleston,SC,2.9,336983
2019-05-01,Charleston,SC,3.0,337031
2019-06-01,Charleston,SC,2.9,337293
2019-07-01,Charleston,SC,2.8,337502
2019-08-01,Charleston,SC,2.7,337660
2019-09-01,Charleston,SC,2.4,337803
2019-10-01,Charleston,SC,2.1,337897
2019-11-01,Charleston,SC,2.0,338465
2019-12-01,Charleston,SC,2.0,339133
2020-01-01,Charleston,SC,2.0,340122
2003-01-01,Charlotte,NC,6.3,167944
2003-02-01,Charlotte,NC,6.3,168007
2003-03-01,Charlotte,NC,6.3,168010
2003-04-01,Charlotte,NC,6.4,167948
2003-05-01,Charlotte,NC,6.6,168009
2003-06-01,Charlotte,NC,6.7,168007
2003-07-01,Charlotte,NC,6.8,168129
2003-08-01,Charlotte,NC,6.8,168237
2003-09-01,Charlotte,NC,6.8,168340
2003-10-01,Charlotte,NC,6.7,168525
2003-11-01,Charlotte,NC,6.6,168620
2003-12-01,Charlotte,NC,6.4,168871
2004-01-01,Charlotte,NC,6.3,169060
2004-02-01,Charlotte,NC,6.3,169278
2004-03-01,Charlotte,NC,6.2,169476
2004-04-01,Charlotte,NC,6.1,169751
2004-05-01,Charlotte,NC,6.0,170041
2004-06-01,Charlotte,NC,5.8,170360
2004-07-01,Charlotte,NC,5.7,170549
2004-08-01,Charlotte,NC,5.6,170664
2004-09-01,Charlotte,NC,5.5,170797
2004-10-01,Charlotte,NC,5.5,170934
2004-11-01,Charlotte,NC,5.6,171216
2004-12-01,Charlotte,NC,5.6,171368
2005-01-01,Charlotte,NC,5.6,171751
2005-02-01,Charlotte,NC,5.6,172214
2005-03-01,Charlotte,NC,5.6,172727
2005-04-01,Charlotte,NC,5.5,172964
2005-05-01,Charlotte,NC,5.4,173084
2005-06-01,Charlotte,NC,5.4,173320
2005-07-01,Charlotte,NC,5.3,173694
2005-08-01,Charlotte,NC,5.3,174174
2005-09-01,Charlotte,NC,5.3,174691
2005-10-01,Charlotte,NC,5.2,175397
2005-11-01,Charlotte,NC,5.1,176036
2005-12-01,Charlotte,NC,5.0,176681
2006-01-01,Charlotte,NC,4.9,177136
2006-02-01,Charlotte,NC,4.9,177704
2006-03-01,Charlotte,NC,4.9,178083
2006-04-01,Charlotte,NC,4.9,178733
2006-05-01,Charlotte,NC,5.0,179428
2006-06-01,Charlotte,NC,5.0,180361
2006-07-01,Charlotte,NC,5.0,181238
2006-08-01,Charlotte,NC,5.0,182079
2006-09-01,Charlotte,NC,5.0,182819
2006-10-01,Charlotte,NC,5.0,183522
2006-11-01,Charlotte,NC,4.9,184300
2006-12-01,Charlotte,NC,4.8,185377
2007-01-01,Charlotte,NC,4.8,186259
2007-02-01,Charlotte,NC,4.8,186567
2007-03-01,Charlotte,NC,4.9,187039
2007-04-01,Charlotte,NC,4.9,188007
2007-05-01,Charlotte,NC,5.0,189384
2007-06-01,Charlotte,NC,5.0,190433
2007-07-01,Charlotte,NC,5.0,191377
2007-08-01,Charlotte,NC,5.1,192092
2007-09-01,Charlotte,NC,5.1,192634
2007-10-01,Charlotte,NC,5.1,192568
2007-11-01,Charlotte,NC,5.2,192698
2007-12-01,Charlotte,NC,5.2,192770
2008-01-01,Charlotte,NC,5.3,193502
2008-02-01,Charlotte,NC,5.3,193907
2008-03-01,Charlotte,NC,5.4,193921
2008-04-01,Charlotte,NC,5.6,192961
2008-05-01,Charlotte,NC,5.8,191931
2008-06-01,Charlotte,NC,6.1,190866
2008-07-01,Charlotte,NC,6.3,189858
2008-08-01,Charlotte,NC,6.5,189151
2008-09-01,Charlotte,NC,6.7,188515
2008-10-01,Charlotte,NC,6.9,187958
2008-11-01,Charlotte,NC,8.5,186373
2008-12-01,Charlotte,NC,9.7,184236
2009-01-01,Charlotte,NC,10.5,181375
2009-02-01,Charlotte,NC,11.1,180075
2009-03-01,Charlotte,NC,11.6,179492
2009-04-01,Charlotte,NC,11.8,179120
2009-05-01,Charlotte,NC,12.0,177970
2009-06-01,Charlotte,NC,12.0,176894
2009-07-01,Charlotte,NC,12.0,176191
2009-08-01,Charlotte,NC,12.1,175096
2009-09-01,Charlotte,NC,12.2,174101
2009-10-01,Charlotte,NC,12.3,173459
2009-11-01,Charlotte,NC,12.5,173803
2009-12-01,Charlotte,NC,12.7,173821
2010-01-01,Charlotte,NC,12.4,174051
2010-02-01,Charlotte,NC,12.5,172964
2010-03-01,Charlotte,NC,12.4,171745
