date,city,statecode,unemployment,housing
2018-10-01,Atlanta,GA,3.5,283687
2018-11-01,Atlanta,GA,3.5,286559
2018-12-01,Atlanta,GA,3.6,288301
2019-01-01,Atlanta,GA,3.7,290349
2019-02-01,Atlanta,GA,3.7,291797
2019-03-01,Atlanta,GA,3.7,293068
2019-04-01,Atlanta,GA,3.7,293736
2019-05-01,Atlanta,GA,3.6,294583
2019-06-01,Atlanta,GA,3.5,294896
2019-07-01,Atlanta,GA,3.4,295247
2019-08-01,Atlanta,GA,3.4,295883
2019-09-01,Atlanta,GA,3.3,296411
2019-10-01,Atlanta,GA,3.2,297120
2019-11-01,Atlanta,GA,3.0,298170
2019-12-01,Atlanta,GA,3.0,300092
2020-01-01,Atlanta,GA,3.0,302611
2003-01-01,Augusta,GA,5.2,0
2003-02-01,Augusta,GA,5.2,0
2003-03-01,Augusta,GA,5.3,0
2003-04-01,Augusta,GA,5.3,0
2003-05-01,Augusta,GA,5.5,0
2003-06-01,Augusta,GA,5.6,0
2003-07-01,Augusta,GA,5.8,0
2003-08-01,Augusta,GA,4.9,0
2003-09-01,Augusta,GA,4.9,0
2003-10-01,Augusta,GA,4.9,0
2003-11-01,Augusta,GA,4.9,0
2003-12-01,Augusta,GA,4.8,0
2004-01-01,Augusta,GA,4.9,0
2004-02-01,Augusta,GA,5.0,0
2004-03-01,Augusta,GA,5.1,0
2004-04-01,Augusta,GA,5.3,0
2004-05-01,Augusta,GA,5.4,0
2004-06-01,Augusta,GA,5.5,0
2004-07-01,Augusta,GA,5.5,0
2004-08-01,Augusta,GA,5.5,0
2004-09-01,Augusta,GA,5.6,0
2004-10-01,Augusta,GA,5.7,0
2004-11-01,Augusta,GA,5.8,0
2004-12-01,Augusta,GA,5.9,0
2005-01-01,Augusta,GA,6.0,81492
2005-02-01,Augusta,GA,6.1,81888
2005-03-01,Augusta,GA,6.1,83081
2005-04-01,Augusta,GA,6.1,84758
2005-05-01,Augusta,GA,6.1,86546
2005-06-01,Augusta,GA,6.1,87315
2005-07-01,Augusta,GA,6.1,88129
2005-08-01,Augusta,GA,6.2,89109
2005-09-01,Augusta,GA,6.2,90090
2005-10-01,Augusta,GA,6.2,90866
2005-11-01,Augusta,GA,6.2,91335
2005-12-01,Augusta,GA,6.1,92180
2006-01-01,Augusta,GA,5.9,93308
2006-02-01,Augusta,GA,5.9,94289
2006-03-01,Augusta,GA,5.8,93951
2006-04-01,Augusta,GA,5.9,93592
2006-05-01,Augusta,GA,5.9,93216
2006-06-01,Augusta,GA,6.0,93726
2006-07-01,Augusta,GA,6.1,94478
2006-08-01,Augusta,GA,6.1,95227
2006-09-01,Augusta,GA,6.0,96361
2006-10-01,Augusta,GA,6.0,96246
2006-11-01,Augusta,GA,5.8,96029
2006-12-01,Augusta,GA,5.7,95385
2007-01-01,Augusta,GA,5.5,94676
2007-02-01,Augusta,GA,5.4,94774
2007-03-01,Augusta,GA,5.3,95174
2007-04-01,Augusta,GA,5.3,95817
2007-05-01,Augusta,GA,5.3,95782
2007-06-01,Augusta,GA,5.3,96860
2007-07-01,Augusta,GA,5.4,96768
2007-08-01,Augusta,GA,5.4,95923
2007-09-01,Augusta,GA,5.5,93489
2007-10-01,Augusta,GA,5.6,93569
2007-11-01,Augusta,GA,5.6,94180
2007-12-01,Augusta,GA,5.6,94857
2008-01-01,Augusta,GA,5.6,94776
2008-02-01,Augusta,GA,5.6,94732
2008-03-01,Augusta,GA,5.6,94684
2008-04-01,Augusta,GA,5.7,94404
2008-05-01,Augusta,GA,5.8,94386
2008-06-01,Augusta,GA,5.9,93527
2008-07-01,Augusta,GA,6.1,93418
2008-08-01,Augusta,GA,6.3,93316
2008-09-01,Augusta,GA,6.7,94828
2008-10-01,Augusta,GA,7.1,95773
2008-11-01,Augusta,GA,7.5,97013
2008-12-01,Augusta,GA,8.0,96981
2009-01-01,Augusta,GA,8.4,97204
2009-02-01,Augusta,GA,8.8,95988
2009-03-01,Augusta,GA,9.1,95837
2009-04-01,Augusta,GA,9.3,96066
2009-05-01,Augusta,GA,9.4,96951
2009-06-01,Augusta,GA,9.4,97611
2009-07-01,Augusta,GA,9.5,97540
2009-08-01,Augusta,GA,9.4,98046
2009-09-01,Augusta,GA,9.4,98046
2009-10-01,Augusta,GA,9.4,97566
2009-11-01,Augusta,GA,9.4,96356
2009-12-01,Augusta,GA,9.5,96108
2010-01-01,Augusta,GA,9.9,95664
2010-02-01,Augusta,GA,9.9,96558
2010-03-01,Augusta,GA,9.8,96920
2010-04-01,Augusta,GA,9.7,97635
2010-05-01,Augusta,GA,9.6,97944
2010-06-01,Augusta,GA,9.5,98285
2010-07-01,Augusta,GA,9.5,98843
2010-08-01,Augusta,GA,9.5,98233
2010-09-01,Augusta,GA,9.6,96597
2010-10-01,Augusta,GA,9.7,95106
2010-11-01,Augusta,GA,9.8,94041
2010-12-01,Augusta,GA,9.8,93924
2011-01-01,Augusta,GA,9.7,93801
2011-02-01,Augusta,GA,9.7,93889
2011-03-01,Augusta,GA,9.7,93100
2011-04-01,Augusta,GA,9.7,91861
2011-05-01,Augusta,GA,9.8,90183
2011-06-01,Augusta,GA,9.9,89031
2011-07-01,Augusta,GA,10.0,88146
2011-08-01,Augusta,GA,10.0,88239
2011-09-01,Augusta,GA,10.0,88713
2011-10-01,Augusta,GA,9.9,89603
2011-11-01,Augusta,GA,9.8,89961
2011-12-01,Augusta,GA,9.7,89163
2012-01-01,Augusta,GA,9.6,87778
2012-02-01,Augusta,GA,9.5,85743
2012-03-01,Augusta,GA,9.5,85398
2012-04-01,Augusta,GA,9.5,84482
2012-05-01,Augusta,GA,9.4,84202
2012-06-01,Augusta,GA,9.4,83317
2012-07-01,Augusta,GA,9.3,82792
2012-08-01,Augusta,GA,9.1,82119
2012-09-01,Augusta,GA,9.0,81569
2012-10-01,Augusta,GA,8.9,80559
2012-11-01,Augusta,GA,8.9,79788
2012-12-01,Augusta,GA,8.8,79215
2013-01-01,Augusta,GA,8.8,79676
2013-02-01,Augusta,GA,8.8,80434
2013-03-01,Augusta,GA,8.7,80502
2013-04-01,Augusta,GA,8.6,81410
2013-05-01,Augusta,GA,8.6,82054
2013-06-01,Augusta,GA,8.5,82724
2013-07-01,Augusta,GA,8.4,82535
2013-08-01,Augusta,GA,8.3,82216
2013-09-01,Augusta,GA,8.2,82965
2013-10-01,Augusta,GA,8.0,83486
2013-11-01,Augusta,GA,7.8,84306
2013-12-01,Augusta,GA,7.7,84985
2014-01-01,Augusta,GA,7.6,86265
2014-02-01,Augusta,GA,7.5,87644
2014-03-01,Augusta,GA,7.5,88141
2014-04-01,Augusta,GA,7.5,88284
2014-05-01,Augusta,GA,7.5,87721
2014-06-01,Augusta,GA,7.5,88056
2014-07-01,Augusta,GA,7.4,88837
2014-08-01,Augusta,GA,7.4,90045
2014-09-01,Augusta,GA,7.2,90690
2014-10-01,Augusta,GA,7.1,91925
2014-11-01,Augusta,GA,6.9,92699
2014-12-01,Augusta,GA,6.8,92943
2015-01-01,Augusta,GA,6.7,91633
2015-02-01,Augusta,GA,6.6,90338
2015-03-01,Augusta,GA,6.6,90095
2015-04-01,Augusta,GA,6.5,89570
2015-05-01,Augusta,GA,6.5,90141
2015-06-01,Augusta,GA,6.4,89880
2015-07-01,Augusta,GA,6.3,90198
2015-08-01,Augusta,GA,6.2,89762
2015-09-01,Augusta,GA,6.2,88547
2015-10-01,Augusta,GA,6.1,87130
2015-11-01,Augusta,GA,6.0,86483
2015-12-01,Augusta,GA,6.0,87198
2016-01-01,Augusta,GA,5.9,88682
2016-02-01,Augusta,GA,5.9,89649
2016-03-01,Augusta,GA,5.8,90468
2016-04-01,Augusta,GA,5.7,91019
2016-05-01,Augusta,GA,5.7,91271
2016-06-01,Augusta,GA,5.7,91518
2016-07-01,Augusta,GA,5.6,91085
2016-08-01,Augusta,GA,5.6,91073
2016-09-01,Augusta,GA,5.6,91185
2016-10-01,Augusta,GA,5.6,91750
2016-11-01,Augusta,GA,5.6,91864
2016-12-01,Augusta,GA,5.5,91182
2017-01-01,Augusta,GA,5.4,89981
2017-02-01,Augusta,GA,5.3,88982
2017-03-01,Augusta,GA,5.2,88013
2017-04-01,Augusta,GA,5.0,88005
2017-05-01,Augusta,GA,4.9,87975
2017-06-01,Augusta,GA,4.8,88473
2017-07-01,Augusta,GA,4.7,89278
2017-08-01,Augusta,GA,4.7,90231
2017-09-01,Augusta,GA,4.7,91852
2017-10-01,Augusta,GA,4.6,92769
2017-11-01,Augusta,GA,4.6,93325
2017-12-01,Augusta,GA,4.6,93889
2018-01-01,Augusta,GA,4.6,94948
2018-02-01,Augusta,GA,4.5,96387
2018-03-01,Augusta,GA,4.4,97576
2018-04-01,Augusta,GA,4.3,98667
2018-05-01,Augusta,GA,4.2,99744
2018-06-01,Augusta,GA,4.1,100581
2018-07-01,Augusta,GA,4.0,101122
2018-08-01,Augusta,GA,4.0,101543
2018-09-01,Augusta,GA,4.0,101698
2018-10-01,Augusta,GA,3.9,102111
2018-11-01,Augusta,GA,3.9,102908
2018-12-01,Augusta,GA,4.0,103682
2019-01-01,Augusta,GA,4.1,104281
2019-02-01,Augusta,GA,4.1,104551
2019-03-01,Augusta,GA,4.1,105066
2019-04-01,Augusta,GA,4.1,105251
2019-05-01,Augusta,GA,4.1,105515
2019-06-01,Augusta,GA,4.0,105735
2019-07-01,Augusta,GA,3.9,106181
2019-08-01,Augusta,GA,3.8,106595
2019-09-01,Augusta,GA,3.6,106856
2019-10-01,Augusta,GA,3.4,107218
2019-11-01,Augusta,GA,3.3,107547
2019-12-01,Augusta,GA,3.2,108024
2020-01-01,Augusta,GA,3.2,108464
2003-01-01,Austin,TX,6.1,212907
2003-02-01,Austin,TX,6.1,213106
2003-03-01,Austin,TX,6.1,213324
2003-04-01,Austin,TX,6.2,213330
2003-05-01,Austin,TX,6.2,213300
2003-06-01,Austin,TX,6.1,213210
2003-07-01,Austin,TX,6.1,213603
2003-08-01,Austin,TX,6.0,213740
2003-09-01,Austin,TX,5.9,213581
2003-10-01,Austin,TX,5.8,213303
2003-11-01,Austin,TX,5.6,213195
2003-12-01,Austin,TX,5.5,213495
2004-01-01,Austin,TX,5.4,213793
2004-02-01,Austin,TX,5.3,214611
2004-03-01,Austin,TX,5.2,215394
2004-04-01,Austin,TX,5.2,216201
2004-05-01,Austin,TX,5.1,216719
2004-06-01,Austin,TX,5.0,217210
2004-07-01,Austin,TX,4.9,217720
2004-08-01,Austin,TX,4.9,218349
2004-09-01,Austin,TX,4.9,219320
2004-10-01,Austin,TX,4.9,220207
2004-11-01,Austin,TX,4.9,220948
2004-12-01,Austin,TX,4.9,221428
2005-01-01,Austin,TX,4.9,221727
2005-02-01,Austin,TX,4.8,221942
2005-03-01,Austin,TX,4.7,222313
2005-04-01,Austin,TX,4.6,222875
2005-05-01,Austin,TX,4.5,223436
2005-06-01,Austin,TX,4.5,224090
2005-07-01,Austin,TX,4.4,224551
2005-08-01,Austin,TX,4.4,224893
2005-09-01,Austin,TX,4.4,225089
2005-10-01,Austin,TX,4.4,225451
2005-11-01,Austin,TX,4.4,226013
2005-12-01,Austin,TX,4.4,226712
2006-01-01,Austin,TX,4.4,227485
2006-02-01,Austin,TX,4.4,228172
2006-03-01,Austin,TX,4.4,228538
2006-04-01,Austin,TX,4.4,228829
2006-05-01,Austin,TX,4.3,229264
2006-06-01,Austin,TX,4.2,230035
2006-07-01,Austin,TX,4.2,230939
2006-08-01,Austin,TX,4.1,232032
2006-09-01,Austin,TX,4.0,233088
2006-10-01,Austin,TX,3.9,234008
2006-11-01,Austin,TX,3.8,234899
2006-12-01,Austin,TX,3.7,235752
2007-01-01,Austin,TX,3.7,236811
2007-02-01,Austin,TX,3.6,237675
2007-03-01,Austin,TX,3.6,238440
2007-04-01,Austin,TX,3.6,239356
2007-05-01,Austin,TX,3.5,240351
2007-06-01,Austin,TX,3.5,241471
2007-07-01,Austin,TX,3.6,242450
2007-08-01,Austin,TX,3.6,243545
2007-09-01,Austin,TX,3.7,244613
2007-10-01,Austin,TX,3.7,245804
2007-11-01,Austin,TX,3.8,247058
2007-12-01,Austin,TX,3.8,248063
2008-01-01,Austin,TX,3.8,248513
2008-02-01,Austin,TX,3.8,248484
2008-03-01,Austin,TX,3.8,248813
2008-04-01,Austin,TX,3.9,249009
2008-05-01,Austin,TX,4.0,248981
2008-06-01,Austin,TX,4.1,248092
2008-07-01,Austin,TX,4.3,247378
2008-08-01,Austin,TX,4.4,246492
2008-09-01,Austin,TX,4.6,245850
2008-10-01,Austin,TX,4.8,244852
2008-11-01,Austin,TX,5.1,242925
2008-12-01,Austin,TX,5.4,241312
2009-01-01,Austin,TX,5.7,240298
2009-02-01,Austin,TX,6.0,240027
2009-03-01,Austin,TX,6.1,239265
2009-04-01,Austin,TX,6.3,238170
2009-05-01,Austin,TX,7.1,237335
2009-06-01,Austin,TX,7.2,237127
2009-07-01,Austin,TX,7.3,237035
2009-08-01,Austin,TX,7.4,237035
2009-09-01,Austin,TX,7.4,236771
2009-10-01,Austin,TX,7.4,236759
2009-11-01,Austin,TX,7.4,237626
2009-12-01,Austin,TX,7.4,238263
2010-01-01,Austin,TX,7.2,238095
2010-02-01,Austin,TX,7.2,237762
2010-03-01,Austin,TX,7.2,237627
2010-04-01,Austin,TX,7.1,237764
2010-05-01,Austin,TX,7.0,237863
2010-06-01,Austin,TX,6.9,237659
2010-07-01,Austin,TX,6.9,237168
2010-08-01,Austin,TX,6.9,235977
2010-09-01,Austin,TX,6.9,234935
2010-10-01,Austin,TX,6.9,234187
2010-11-01,Austin,TX,6.8,233467
2010-12-01,Austin,TX,6.8,232741
2011-01-01,Austin,TX,6.7,232269
2011-02-01,Austin,TX,6.7,231563
2011-03-01,Austin,TX,6.6,230965
2011-04-01,Austin,TX,6.6,230466
2011-05-01,Austin,TX,6.7,229834
2011-06-01,Austin,TX,6.7,229231
2011-07-01,Austin,TX,6.7,228752
2011-08-01,Austin,TX,6.7,229364
2011-09-01,Austin,TX,6.6,230107
2011-10-01,Austin,TX,6.5,230612
2011-11-01,Austin,TX,6.4,230808
2011-12-01,Austin,TX,6.2,230974
2012-01-01,Austin,TX,6.1,231657
2012-02-01,Austin,TX,6.0,232580
2012-03-01,Austin,TX,5.9,233796
2012-04-01,Austin,TX,5.9,234828
2012-05-01,Austin,TX,5.9,236140
2012-06-01,Austin,TX,5.8,237717
2012-07-01,Austin,TX,5.7,239341
2012-08-01,Austin,TX,5.6,240800
2012-09-01,Austin,TX,5.5,241940
2012-10-01,Austin,TX,5.4,242970
2012-11-01,Austin,TX,5.4,243643
2012-12-01,Austin,TX,5.4,245394
2013-01-01,Austin,TX,5.4,247414
2013-02-01,Austin,TX,5.4,250145
2013-03-01,Austin,TX,5.4,252739
2013-04-01,Austin,TX,5.4,256047
2013-05-01,Austin,TX,5.3,259194
2013-06-01,Austin,TX,5.3,262105
2013-07-01,Austin,TX,5.2,264909
2013-08-01,Austin,TX,5.2,267202
2013-09-01,Austin,TX,5.0,269796
2013-10-01,Austin,TX,4.9,272627
2013-11-01,Austin,TX,4.8,276584
2013-12-01,Austin,TX,4.7,279542
2014-01-01,Austin,TX,4.6,282254
2014-02-01,Austin,TX,4.5,284208
2014-03-01,Austin,TX,4.4,286513
2014-04-01,Austin,TX,4.4,288497
2014-05-01,Austin,TX,4.3,290785
2014-06-01,Austin,TX,4.3,293255
2014-07-01,Austin,TX,4.2,295309
2014-08-01,Austin,TX,4.2,297734
2014-09-01,Austin,TX,4.1,300330
2014-10-01,Austin,TX,4.0,303133
2014-11-01,Austin,TX,3.9,305362
2014-12-01,Austin,TX,3.7,307278
2015-01-01,Austin,TX,3.6,308831
2015-02-01,Austin,TX,3.5,310566
2015-03-01,Austin,TX,3.5,312042
2015-04-01,Austin,TX,3.4,313648
2015-05-01,Austin,TX,3.4,315210
2015-06-01,Austin,TX,3.3,317052
2015-07-01,Austin,TX,3.3,319915
2015-08-01,Austin,TX,3.3,323067
2015-09-01,Austin,TX,3.3,325744
2015-10-01,Austin,TX,3.3,327547
2015-11-01,Austin,TX,3.3,328868
2015-12-01,Austin,TX,3.2,331243
2016-01-01,Austin,TX,3.2,334382
2016-02-01,Austin,TX,3.2,337243
2016-03-01,Austin,TX,3.2,339636
2016-04-01,Austin,TX,3.2,341391
2016-05-01,Austin,TX,3.2,343041
2016-06-01,Austin,TX,3.2,344448
2016-07-01,Austin,TX,3.3,345875
2016-08-01,Austin,TX,3.3,346423
2016-09-01,Austin,TX,3.4,347341
2016-10-01,Austin,TX,3.4,348834
2016-11-01,Austin,TX,3.4,351437
2016-12-01,Austin,TX,3.4,353218
2017-01-01,Austin,TX,3.4,353740
2017-02-01,Austin,TX,3.4,354551
2017-03-01,Austin,TX,3.3,356213
2017-04-01,Austin,TX,3.3,358654
2017-05-01,Austin,TX,3.2,360628
2017-06-01,Austin,TX,3.1,361863
2017-07-01,Austin,TX,3.1,362350
2017-08-01,Austin,TX,3.0,362620
2017-09-01,Austin,TX,3.0,363446
2017-10-01,Austin,TX,3.0,365020
2017-11-01,Austin,TX,3.0,367110
2017-12-01,Austin,TX,3.0,368923
2018-01-01,Austin,TX,3.0,370363
2018-02-01,Austin,TX,3.0,371127
2018-03-01,Austin,TX,3.0,372139
2018-04-01,Austin,TX,3.0,372666
2018-05-01,Austin,TX,3.0,374036
2018-06-01,Austin,TX,2.9,375833
2018-07-01,Austin,TX,2.9,377886
2018-08-01,Austin,TX,2.9,380425
2018-09-01,Austin,TX,2.9,381447
2018-10-01,Austin,TX,2.9,383170
2018-11-01,Austin,TX,2.9,383186
2018-12-01,Austin,TX,2.9,384319
2019-01-01,Austin,TX,3.0,385384
2019-02-01,Austin,TX,3.0,387750
2019-03-01,Austin,TX,2.9,389406
2019-04-01,Austin,TX,2.9,391169
2019-05-01,Austin,TX,2.8,392452
2019-06-01,Austin,TX,2.7,393818
2019-07-01,Austin,TX,2.6,395318
2019-08-01,Austin,TX,2.6,396725
2019-09-01,Austin,TX,2.6,398969
2019-10-01,Austin,TX,2.6,400186
2019-11-01,Austin,TX,2.6,402240
2019-12-01,Austin,TX,2.6,403702
2020-01-01,Austin,TX,2.6,405653
2003-01-01,Bakersfield,CA,10.2,160229
2003-02-01,Bakersfield,CA,10.2,162176
2003-03-01,Bakersfield,CA,10.2,164287
2003-04-01,Bakersfield,CA,10.2,166757
2003-05-01,Bakersfield,CA,10.2,169161
2003-06-01,Bakersfield,CA,10.2,171902
2003-07-01,Bakersfield,CA,10.3,173805
2003-08-01,Bakersfield,CA,10.3,175927
2003-09-01,Bakersfield,CA,10.3,178046
2003-10-01,Bakersfield,CA,10.3,180555
2003-11-01,Bakersfield,CA,10.3,184246
2003-12-01,Bakersfield,CA,10.3,187743
2004-01-01,Bakersfield,CA,10.2,191715
2004-02-01,Bakersfield,CA,10.1,195163
2004-03-01,Bakersfield,CA,10.1,198599
2004-04-01,Bakersfield,CA,10.0,201859
2004-05-01,Bakersfield,CA,9.9,205689
2004-06-01,Bakersfield,CA,9.8,209779
2004-07-01,Bakersfield,CA,9.8,215238
2004-08-01,Bakersfield,CA,9.8,222128
2004-09-01,Bakersfield,CA,9.8,228937
2004-10-01,Bakersfield,CA,9.7,233935
2004-11-01,Bakersfield,CA,9.6,235910
2004-12-01,Bakersfield,CA,9.4,238240
2005-01-01,Bakersfield,CA,9.2,242438
2005-02-01,Bakersfield,CA,8.9,248453
2005-03-01,Bakersfield,CA,8.7,253889
2005-04-01,Bakersfield,CA,8.5,259872
2005-05-01,Bakersfield,CA,8.4,265935
2005-06-01,Bakersfield,CA,8.3,273391
2005-07-01,Bakersfield,CA,8.3,279142
2005-08-01,Bakersfield,CA,8.3,282709
2005-09-01,Bakersfield,CA,8.2,286333
2005-10-01,Bakersfield,CA,8.1,292595
2005-11-01,Bakersfield,CA,7.9,299648
2005-12-01,Bakersfield,CA,7.8,305581
2006-01-01,Bakersfield,CA,7.6,307340
2006-02-01,Bakersfield,CA,7.6,309177
2006-03-01,Bakersfield,CA,7.5,313132
2006-04-01,Bakersfield,CA,7.6,317110
2006-05-01,Bakersfield,CA,7.6,321211
2006-06-01,Bakersfield,CA,7.7,321229
2006-07-01,Bakersfield,CA,7.6,324243
2006-08-01,Bakersfield,CA,7.6,325900
2006-09-01,Bakersfield,CA,7.5,327384
2006-10-01,Bakersfield,CA,7.5,325486
2006-11-01,Bakersfield,CA,7.5,325024
2006-12-01,Bakersfield,CA,7.4,324783
2007-01-01,Bakersfield,CA,7.5,325559
2007-02-01,Bakersfield,CA,7.6,323443
2007-03-01,Bakersfield,CA,7.7,321211
2007-04-01,Bakersfield,CA,7.8,318962
2007-05-01,Bakersfield,CA,8.0,315944
2007-06-01,Bakersfield,CA,8.2,313319
2007-07-01,Bakersfield,CA,8.3,306940
2007-08-01,Bakersfield,CA,8.4,301735
2007-09-01,Bakersfield,CA,8.5,295571
2007-10-01,Bakersfield,CA,8.6,291442
2007-11-01,Bakersfield,CA,8.7,286031
2007-12-01,Bakersfield,CA,8.8,279996
2008-01-01,Bakersfield,CA,8.8,273626
2008-02-01,Bakersfield,CA,8.9,267668
2008-03-01,Bakersfield,CA,9.0,259474
2008-04-01,Bakersfield,CA,9.2,250212
2008-05-01,Bakersfield,CA,9.4,241162
2008-06-01,Bakersfield,CA,9.7,232690
2008-07-01,Bakersfield,CA,9.9,224966
2008-08-01,Bakersfield,CA,10.1,217531
2008-09-01,Bakersfield,CA,10.3,211507
2008-10-01,Bakersfield,CA,10.6,205315
2008-11-01,Bakersfield,CA,10.9,198539
2008-12-01,Bakersfield,CA,11.4,191833
2009-01-01,Bakersfield,CA,11.9,185601
2009-02-01,Bakersfield,CA,12.5,180955
2009-03-01,Bakersfield,CA,13.1,176659
2009-04-01,Bakersfield,CA,13.5,173136
2009-05-01,Bakersfield,CA,13.9,169113
2009-06-01,Bakersfield,CA,14.2,166733
2009-07-01,Bakersfield,CA,14.4,165423
2009-08-01,Bakersfield,CA,14.6,163671
2009-09-01,Bakersfield,CA,14.8,161378
2009-10-01,Bakersfield,CA,15.0,158740
2009-11-01,Bakersfield,CA,15.2,158331
2009-12-01,Bakersfield,CA,15.4,158658
2010-01-01,Bakersfield,CA,15.5,158979
2010-02-01,Bakersfield,CA,15.6,158672
2010-03-01,Bakersfield,CA,15.7,159251
2010-04-01,Bakersfield,CA,15.6,159602
2010-05-01,Bakersfield,CA,15.6,160962
2010-06-01,Bakersfield,CA,15.5,160584
2010-07-01,Bakersfield,CA,15.5,159661
2010-08-01,Bakersfield,CA,15.6,158847
2010-09-01,Bakersfield,CA,15.7,158181
2010-10-01,Bakersfield,CA,15.7,158141
2010-11-01,Bakersfield,CA,15.8,156389
2010-12-01,Bakersfield,CA,15.7,154712
2011-01-01,Bakersfield,CA,15.6,153703
2011-02-01,Bakersfield,CA,15.4,152287
2011-03-01,Bakersfield,CA,15.2,151109
2011-04-01,Bakersfield,CA,15.1,149354
2011-05-01,Bakersfield,CA,15.0,147394
2011-06-01,Bakersfield,CA,14.9,145806
2011-07-01,Bakersfield,CA,14.9,144848
2011-08-01,Bakersfield,CA,14.8,144792
2011-09-01,Bakersfield,CA,14.6,144788
2011-10-01,Bakersfield,CA,14.4,144455
2011-11-01,Bakersfield,CA,14.2,144795
2011-12-01,Bakersfield,CA,14.0,145331
2012-01-01,Bakersfield,CA,13.9,145997
2012-02-01,Bakersfield,CA,13.8,146925
2012-03-01,Bakersfield,CA,13.6,147090
2012-04-01,Bakersfield,CA,13.5,148525
2012-05-01,Bakersfield,CA,13.4,150042
2012-06-01,Bakersfield,CA,13.2,152079
2012-07-01,Bakersfield,CA,13.0,153469
2012-08-01,Bakersfield,CA,12.8,154568
2012-09-01,Bakersfield,CA,12.7,156392
2012-10-01,Bakersfield,CA,12.6,158627
2012-11-01,Bakersfield,CA,12.6,161001
2012-12-01,Bakersfield,CA,12.5,163157
2013-01-01,Bakersfield,CA,12.4,165402
2013-02-01,Bakersfield,CA,12.3,168699
2013-03-01,Bakersfield,CA,12.1,172601
2013-04-01,Bakersfield,CA,11.9,175886
2013-05-01,Bakersfield,CA,11.8,179839
2013-06-01,Bakersfield,CA,11.7,184403
2013-07-01,Bakersfield,CA,11.7,189225
2013-08-01,Bakersfield,CA,11.6,193794
2013-09-01,Bakersfield,CA,11.5,197205
2013-10-01,Bakersfield,CA,11.4,200686
2013-11-01,Bakersfield,CA,11.3,203719
2013-12-01,Bakersfield,CA,11.2,207134
2014-01-01,Bakersfield,CA,11.0,209715
2014-02-01,Bakersfield,CA,10.9,211176
2014-03-01,Bakersfield,CA,10.8,212453
2014-04-01,Bakersfield,CA,10.7,214009
2014-05-01,Bakersfield,CA,10.6,214253
2014-06-01,Bakersfield,CA,10.4,213682
2014-07-01,Bakersfield,CA,10.3,213953
2014-08-01,Bakersfield,CA,10.2,214184
2014-09-01,Bakersfield,CA,10.1,215396
2014-10-01,Bakersfield,CA,10.0,215928
2014-11-01,Bakersfield,CA,10.0,217160
2014-12-01,Bakersfield,CA,10.0,217549
2015-01-01,Bakersfield,CA,10.0,217804
2015-02-01,Bakersfield,CA,10.1,218082
2015-03-01,Bakersfield,CA,10.2,218627
2015-04-01,Bakersfield,CA,10.3,219036
2015-05-01,Bakersfield,CA,10.3,220137
2015-06-01,Bakersfield,CA,10.3,220783
2015-07-01,Bakersfield,CA,10.3,220648
2015-08-01,Bakersfield,CA,10.2,221090
2015-09-01,Bakersfield,CA,10.2,221093
2015-10-01,Bakersfield,CA,10.1,221311
2015-11-01,Bakersfield,CA,10.1,221073
2015-12-01,Bakersfield,CA,10.2,221262
2016-01-01,Bakersfield,CA,10.2,221745
2016-02-01,Bakersfield,CA,10.3,222485
2016-03-01,Bakersfield,CA,10.4,222666
2016-04-01,Bakersfield,CA,10.4,223051
2016-05-01,Bakersfield,CA,10.5,222934
2016-06-01,Bakersfield,CA,10.5,223570
2016-07-01,Bakersfield,CA,10.5,223980
2016-08-01,Bakersfield,CA,10.5,223894
2016-09-01,Bakersfield,CA,10.4,223564
2016-10-01,Bakersfield,CA,10.4,224111
2016-11-01,Bakersfield,CA,10.3,224725
2016-12-01,Bakersfield,CA,10.2,225500
2017-01-01,Bakersfield,CA,10.1,226442
2017-02-01,Bakersfield,CA,9.9,227088
2017-03-01,Bakersfield,CA,9.7,228013
2017-04-01,Bakersfield,CA,9.5,227964
2017-05-01,Bakersfield,CA,9.3,228292
2017-06-01,Bakersfield,CA,9.2,228746
2017-07-01,Bakersfield,CA,9.1,229732
2017-08-01,Bakersfield,CA,9.0,230916
2017-09-01,Bakersfield,CA,8.8,232503
2017-10-01,Bakersfield,CA,8.7,233029
2017-11-01,Bakersfield,CA,8.5,234180
2017-12-01,Bakersfield,CA,8.4,234824
2018-01-01,Bakersfield,CA,8.3,235384
2018-02-01,Bakersfield,CA,8.3,235911
2018-03-01,Bakersfield,CA,8.3,236418
2018-04-01,Bakersfield,CA,8.2,238144
2018-05-01,Bakersfield,CA,8.2,239851
2018-06-01,Bakersfield,CA,8.2,240722
2018-07-01,Bakersfield,CA,8.0,241016
2018-08-01,Bakersfield,CA,7.9,241235
2018-09-01,Bakersfield,CA,7.8,241780
2018-10-01,Bakersfield,CA,7.6,243260
2018-11-01,Bakersfield,CA,7.6,243554
2018-12-01,Bakersfield,CA,7.6,244594
2019-01-01,Bakersfield,CA,7.7,245870
2019-02-01,Bakersfield,CA,7.8,247056
2019-03-01,Bakersfield,CA,7.9,247827
2019-04-01,Bakersfield,CA,8.0,247563
2019-05-01,Bakersfield,CA,8.0,247941
2019-06-01,Bakersfield,CA,8.0,248783
2019-07-01,Bakersfield,CA,8.0,249931
2019-08-01,Bakersfield,CA,8.0,251190
2019-09-01,Bakersfield,CA,7.9,252141
