date,region_id,city,statecode,unemployment,housing,deltunemp,detastocks,threem,threed,time,,,,
10/1/2010,6118,Nashville,TN,8.3,166656,0,188.8,1/1/2011,163494,93,,,,
11/1/2010,6118,Nashville,TN,8.4,165698,0.1,6.3,2/1/2011,162382,94,,,,
12/1/2010,6118,Nashville,TN,8.4,164733,0,231.1,3/1/2011,161508,95,,,,
1/1/2011,6118,Nashville,TN,8.4,163494,0,153.4,4/1/2011,161258,96,,,,
2/1/2011,6118,Nashville,TN,8.4,162382,0,153.4,5/1/2011,161095,97,,,,
3/1/2011,6118,Nashville,TN,8.3,161508,-0.1,26.1,6/1/2011,160736,98,,,,
4/1/2011,6118,Nashville,TN,8.2,161258,-0.1,193.6,7/1/2011,160186,99,,,,
5/1/2011,6118,Nashville,TN,8.1,161095,-0.1,-76.6,8/1/2011,159389,100,,,,
6/1/2011,6118,Nashville,TN,8,160736,-0.1,-76.6,9/1/2011,158630,101,,,,
7/1/2011,6118,Nashville,TN,7.8,160186,-0.2,-84.2,10/1/2011,158284,102,,,,
8/1/2011,6118,Nashville,TN,7.7,159389,-0.1,-224.8,11/1/2011,157901,103,,,,
9/1/2011,6118,Nashville,TN,7.5,158630,-0.2,-328.7,12/1/2011,157821,104,,,,
10/1/2011,6118,Nashville,TN,7.3,158284,-0.2,218.2,1/1/2012,157689,105,,,,
11/1/2011,6118,Nashville,TN,7.1,157901,-0.2,218.2,2/1/2012,157779,106,,,,
12/1/2011,6118,Nashville,TN,6.9,157821,-0.2,67.2,3/1/2012,158147,107,,,,
1/1/2012,6118,Nashville,TN,6.7,157689,-0.2,147.9,4/1/2012,158441,108,,,,
2/1/2012,6118,Nashville,TN,6.6,157779,-0.1,207,5/1/2012,158747,109,,,,
3/1/2012,6118,Nashville,TN,6.6,158147,0,147.8,6/1/2012,158978,110,,,,
4/1/2012,6118,Nashville,TN,6.6,158441,0,-142.6,7/1/2012,159397,111,,,,
5/1/2012,6118,Nashville,TN,6.6,158747,0,-142.6,8/1/2012,160042,112,,,,
6/1/2012,6118,Nashville,TN,6.6,158978,0,78.5,9/1/2012,160867,113,,,,
7/1/2012,6118,Nashville,TN,6.5,159397,-0.1,71.3,10/1/2012,161420,114,,,,
8/1/2012,6118,Nashville,TN,6.4,160042,-0.1,71.3,11/1/2012,162041,115,,,,
9/1/2012,6118,Nashville,TN,6.3,160867,-0.1,34.1,12/1/2012,162682,116,,,,
10/1/2012,6118,Nashville,TN,6.2,161420,-0.1,34.1,1/1/2013,163699,117,,,,
11/1/2012,6118,Nashville,TN,6.2,162041,0,-53.5,2/1/2013,164811,118,,,,
12/1/2012,6118,Nashville,TN,6.2,162682,0,73.1,3/1/2013,165630,119,,,,
1/1/2013,6118,Nashville,TN,6.3,163699,0.1,73.1,4/1/2013,166394,120,,,,
2/1/2013,6118,Nashville,TN,6.4,164811,0.1,282.7,5/1/2013,166851,121,,,,
3/1/2013,6118,Nashville,TN,6.4,165630,0,189.7,6/1/2013,167581,122,,,,
4/1/2013,6118,Nashville,TN,6.4,166394,0,119.7,7/1/2013,168383,123,,,,
5/1/2013,6118,Nashville,TN,6.4,166851,0,123,8/1/2013,169342,124,,,,
6/1/2013,6118,Nashville,TN,6.3,167581,-0.1,95.7,9/1/2013,170234,125,,,,
7/1/2013,6118,Nashville,TN,6.3,168383,0,95.7,10/1/2013,171348,126,,,,
8/1/2013,6118,Nashville,TN,6.2,169342,-0.1,-166.9,11/1/2013,172595,127,,,,
9/1/2013,6118,Nashville,TN,6.1,170234,-0.1,166.9,12/1/2013,173703,128,,,,
10/1/2013,6118,Nashville,TN,5.9,171348,-0.2,166.9,1/1/2014,174886,129,,,,
11/1/2013,6118,Nashville,TN,5.7,172595,-0.2,231.3,2/1/2014,175582,130,,,,
12/1/2013,6118,Nashville,TN,5.5,173703,-0.2,90.5,3/1/2014,176421,131,,,,
1/1/2014,6118,Nashville,TN,5.3,174886,-0.2,90.5,4/1/2014,177250,132,,,,
2/1/2014,6118,Nashville,TN,5.2,175582,-0.1,-445.4,5/1/2014,178602,133,,,,
3/1/2014,6118,Nashville,TN,5.1,176421,-0.1,415.8,6/1/2014,180104,134,,,,
4/1/2014,6118,Nashville,TN,5.2,177250,0.1,154.8,7/1/2014,181389,135,,,,
5/1/2014,6118,Nashville,TN,5.3,178602,0.1,11.8,8/1/2014,182530,136,,,,
6/1/2014,6118,Nashville,TN,5.3,180104,0,30.7,9/1/2014,183482,137,,,,
7/1/2014,6118,Nashville,TN,5.4,181389,0.1,30.7,10/1/2014,184623,138,,,,
8/1/2014,6118,Nashville,TN,5.4,182530,0,167.3,11/1/2014,185334,139,,,,
9/1/2014,6118,Nashville,TN,5.3,183482,-0.1,62.7,12/1/2014,186599,140,,,,
10/1/2014,6118,Nashville,TN,5.2,184623,-0.1,62.7,1/1/2015,187511,141,,,,
11/1/2014,6118,Nashville,TN,5.1,185334,-0.1,129.8,2/1/2015,188936,142,,,,
12/1/2014,6118,Nashville,TN,5,186599,-0.1,129.8,3/1/2015,190039,143,,,,
1/1/2015,6118,Nashville,TN,4.9,187511,-0.1,-91.8,4/1/2015,191443,144,,,,
2/1/2015,6118,Nashville,TN,4.9,188936,0,-113.7,5/1/2015,193288,145,,,,
3/1/2015,6118,Nashville,TN,4.8,190039,-0.1,233.1,6/1/2015,195093,146,,,,
4/1/2015,6118,Nashville,TN,4.7,191443,-0.1,38.1,7/1/2015,197064,147,,,,
5/1/2015,6118,Nashville,TN,4.7,193288,0,105.8,8/1/2015,198936,148,,,,
6/1/2015,6118,Nashville,TN,4.6,195093,-0.1,-119.3,9/1/2015,201376,149,,,,
7/1/2015,6118,Nashville,TN,4.5,197064,-0.1,13.8,10/1/2015,203515,150,,,,
8/1/2015,6118,Nashville,TN,4.4,198936,-0.1,-327.7,11/1/2015,206411,151,,,,
9/1/2015,6118,Nashville,TN,4.3,201376,-0.1,-327.7,12/1/2015,208373,152,,,,
10/1/2015,6118,Nashville,TN,4.2,203515,-0.1,509.7,1/1/2016,210778,153,,,,
11/1/2015,6118,Nashville,TN,4.1,206411,-0.1,42.5,2/1/2016,213134,154,,,,
12/1/2015,6118,Nashville,TN,3.9,208373,-0.2,42.5,3/1/2016,215993,155,,,,
1/1/2016,6118,Nashville,TN,3.8,210778,-0.1,-259.4,4/1/2016,218356,156,,,,
2/1/2016,6118,Nashville,TN,3.7,213134,-0.1,-259.4,5/1/2016,219921,157,,,,
3/1/2016,6118,Nashville,TN,3.7,215993,0,455.1,6/1/2016,221348,158,,,,
4/1/2016,6118,Nashville,TN,3.7,218356,0,106.3,7/1/2016,223316,159,,,,
5/1/2016,6118,Nashville,TN,3.7,219921,0,38,8/1/2016,225570,160,,,,
6/1/2016,6118,Nashville,TN,3.7,221348,0,38,9/1/2016,227621,161,,,,
7/1/2016,6118,Nashville,TN,3.8,223316,0.1,162.4,10/1/2016,230026,162,,,,
8/1/2016,6118,Nashville,TN,3.8,225570,0,95.9,11/1/2016,231868,163,,,,
9/1/2016,6118,Nashville,TN,3.8,227621,0,-17.5,12/1/2016,234566,164,,,,
10/1/2016,6118,Nashville,TN,3.8,230026,0,128.7,1/1/2017,236559,165,,,,
11/1/2016,6118,Nashville,TN,3.8,231868,0,128.7,2/1/2017,238459,166,,,,
12/1/2016,6118,Nashville,TN,3.7,234566,-0.1,258.8,3/1/2017,240443,167,,,,
1/1/2017,6118,Nashville,TN,3.5,236559,-0.2,261,4/1/2017,243227,168,,,,
2/1/2017,6118,Nashville,TN,3.4,238459,-0.1,261,5/1/2017,246357,169,,,,
3/1/2017,6118,Nashville,TN,3.2,240443,-0.2,37.2,6/1/2017,249261,170,,,,
4/1/2017,6118,Nashville,TN,3,243227,-0.2,97,7/1/2017,251604,171,,,,
5/1/2017,6118,Nashville,TN,2.9,246357,-0.1,97,8/1/2017,253794,172,,,,
6/1/2017,6118,Nashville,TN,2.8,249261,-0.1,169.2,9/1/2017,255973,173,,,,
7/1/2017,6118,Nashville,TN,2.7,251604,-0.1,127.2,10/1/2017,257790,174,,,,
8/1/2017,6118,Nashville,TN,2.7,253794,0,127.2,11/1/2017,260127,175,,,,
9/1/2017,6118,Nashville,TN,2.7,255973,0,192.4,12/1/2017,262310,176,,,,
10/1/2017,6118,Nashville,TN,2.7,257790,0,369,1/1/2018,264650,177,,,,
11/1/2017,6118,Nashville,TN,2.8,260127,0.1,369,2/1/2018,266569,178,,,,
12/1/2017,6118,Nashville,TN,2.8,262310,0,222.3,3/1/2018,268090,179,,,,
1/1/2018,6118,Nashville,TN,2.8,264650,0,148.1,4/1/2018,269221,180,,,,
2/1/2018,6118,Nashville,TN,2.8,266569,0,148.1,5/1/2018,269905,181,,,,
3/1/2018,6118,Nashville,TN,2.8,268090,0,-401.5,6/1/2018,270651,182,,,,
4/1/2018,6118,Nashville,TN,2.8,269221,0,54.6,7/1/2018,271842,183,,,,
5/1/2018,6118,Nashville,TN,2.8,269905,0,54.5,8/1/2018,273317,184,,,,
6/1/2018,6118,Nashville,TN,2.8,270651,0,97.4,9/1/2018,274734,185,,,,
7/1/2018,6118,Nashville,TN,2.7,271842,-0.1,338.3,10/1/2018,275759,186,,,,
8/1/2018,6118,Nashville,TN,2.7,273317,0,338.3,11/1/2018,276165,187,,,,
9/1/2018,6118,Nashville,TN,2.7,274734,0,-118.1,12/1/2018,276431,188,,,,
10/1/2018,6118,Nashville,TN,2.7,275759,0,-118.1,1/1/2019,276915,189,,,,
11/1/2018,6118,Nashville,TN,2.7,276165,0,-44,2/1/2019,277671,190,,,,
12/1/2018,6118,Nashville,TN,2.7,276431,0,-435.3,3/1/2019,278234,191,,,,
1/1/2019,6118,Nashville,TN,2.6,276915,-0.1,-435.3,4/1/2019,278672,192,,,,
2/1/2019,6118,Nashville,TN,2.5,277671,-0.1,947.8,5/1/2019,279674,193,,,,
3/1/2019,6118,Nashville,TN,2.5,278234,0,131.4,6/1/2019,280757,194,,,,
4/1/2019,6118,Nashville,TN,2.5,278672,0,336.4,7/1/2019,281644,195,,,,
5/1/2019,6118,Nashville,TN,2.5,279674,0,-583.7,8/1/2019,282325,196,,,,
6/1/2019,6118,Nashville,TN,2.6,280757,0.1,345.8,9/1/2019,283098,197,,,,
7/1/2019,6118,Nashville,TN,2.7,281644,0.1,427.3,10/1/2019,284309,198,,,,
8/1/2019,6118,Nashville,TN,2.7,282325,0,,11/1/2019,285864,199,,,,
9/1/2019,6118,Nashville,TN,2.6,283098,-0.1,,12/1/2019,287481,200,,,,
10/1/2019,6118,Nashville,TN,2.6,284309,0,,1/1/2020,289038,201,,,,
2/1/2003,6155,New Haven,CT,5.3,155038,5.3,-212,5/1/2003,159803,1,,,,
3/1/2003,6155,New Haven,CT,5.3,156599,0,-87.2,6/1/2003,161136,2,,,,
4/1/2003,6155,New Haven,CT,5.4,158319,0.1,249,7/1/2003,162255,3,,,,
5/1/2003,6155,New Haven,CT,5.4,159803,0,180.4,8/1/2003,163742,4,,,,
6/1/2003,6155,New Haven,CT,5.4,161136,0,58.4,9/1/2003,165556,5,,,,
7/1/2003,6155,New Haven,CT,5.5,162255,0.1,134.2,10/1/2003,166761,6,,,,
8/1/2003,6155,New Haven,CT,5.5,163742,0,91.7,11/1/2003,168731,7,,,,
9/1/2003,6155,New Haven,CT,5.4,165556,-0.1,110.9,12/1/2003,170759,8,,,,
10/1/2003,6155,New Haven,CT,5.4,166761,0,70.7,1/1/2004,173081,9,,,,
11/1/2003,6155,New Haven,CT,5.3,168731,-0.1,155,2/1/2004,175361,10,,,,
12/1/2003,6155,New Haven,CT,5.3,170759,0,135.5,3/1/2004,177176,11,,,,
1/1/2004,6155,New Haven,CT,5.2,173081,-0.1,-14,4/1/2004,179167,12,,,,
2/1/2004,6155,New Haven,CT,5.2,175361,0,20.8,5/1/2004,181450,13,,,,
3/1/2004,6155,New Haven,CT,5.1,177176,-0.1,-11.4,6/1/2004,184361,14,,,,
4/1/2004,6155,New Haven,CT,5.1,179167,0,-64.6,7/1/2004,187295,15,,,,
5/1/2004,6155,New Haven,CT,5.1,181450,0,12.4,8/1/2004,189714,16,,,,
6/1/2004,6155,New Haven,CT,5,184361,-0.1,60.6,9/1/2004,191693,17,,,,
7/1/2004,6155,New Haven,CT,4.9,187295,-0.1,-103.4,10/1/2004,193804,18,,,,
8/1/2004,6155,New Haven,CT,4.9,189714,0,-70.5,11/1/2004,195883,19,,,,
9/1/2004,6155,New Haven,CT,4.8,191693,-0.1,18.2,12/1/2004,198211,20,,,,
10/1/2004,6155,New Haven,CT,4.8,193804,0,160.6,1/1/2005,200502,21,,,,
11/1/2004,6155,New Haven,CT,4.8,195883,0,183.8,2/1/2005,203454,22,,,,
12/1/2004,6155,New Haven,CT,4.9,198211,0.1,-12,3/1/2005,205981,23,,,,
1/1/2005,6155,New Haven,CT,5,200502,0.1,9.3,4/1/2005,208874,24,,,,
2/1/2005,6155,New Haven,CT,5,203454,0,-28.9,5/1/2005,211262,25,,,,
3/1/2005,6155,New Haven,CT,5.1,205981,0.1,-94.3,6/1/2005,213890,26,,,,
4/1/2005,6155,New Haven,CT,5.1,208874,0,-140.5,7/1/2005,216375,27,,,,
5/1/2005,6155,New Haven,CT,5.1,211262,0,-2.6,8/1/2005,219876,28,,,,
6/1/2005,6155,New Haven,CT,5.1,213890,0,75.9,9/1/2005,223599,29,,,,
7/1/2005,6155,New Haven,CT,5.1,216375,0,126.1,10/1/2005,227854,30,,,,
8/1/2005,6155,New Haven,CT,5,219876,-0.1,-11.7,11/1/2005,231547,31,,,,
9/1/2005,6155,New Haven,CT,5,223599,0,16,12/1/2005,234283,32,,,,
10/1/2005,6155,New Haven,CT,4.9,227854,-0.1,43.1,1/1/2006,236053,33,,,,
11/1/2005,6155,New Haven,CT,4.8,231547,-0.1,31.6,2/1/2006,236038,34,,,,
12/1/2005,6155,New Haven,CT,4.7,234283,-0.1,21.2,3/1/2006,238200,35,,,,
1/1/2006,6155,New Haven,CT,4.6,236053,-0.1,47.1,4/1/2006,239743,36,,,,
2/1/2006,6155,New Haven,CT,4.5,236038,-0.1,70.1,5/1/2006,242315,37,,,,
3/1/2006,6155,New Haven,CT,4.5,238200,0,44.7,6/1/2006,242904,38,,,,
4/1/2006,6155,New Haven,CT,4.4,239743,-0.1,20.9,7/1/2006,243994,39,,,,
5/1/2006,6155,New Haven,CT,4.4,242315,0,-12.8,8/1/2006,244058,40,,,,
6/1/2006,6155,New Haven,CT,4.5,242904,0.1,-34.3,9/1/2006,244517,41,,,,
7/1/2006,6155,New Haven,CT,4.5,243994,0,34.6,10/1/2006,244311,42,,,,
8/1/2006,6155,New Haven,CT,4.5,244058,0,1,11/1/2006,244181,43,,,,
9/1/2006,6155,New Haven,CT,4.6,244517,0.1,153.7,12/1/2006,244143,44,,,,
10/1/2006,6155,New Haven,CT,4.6,244311,0,106.7,1/1/2007,245433,45,,,,
11/1/2006,6155,New Haven,CT,4.6,244181,0,142.9,2/1/2007,247358,46,,,,
12/1/2006,6155,New Haven,CT,4.5,244143,-0.1,112.6,3/1/2007,248496,47,,,,
1/1/2007,6155,New Haven,CT,4.5,245433,0,-26.9,4/1/2007,248464,48,,,,
2/1/2007,6155,New Haven,CT,4.5,247358,0,-23.4,5/1/2007,247389,49,,,,
3/1/2007,6155,New Haven,CT,4.5,248496,0,11.8,6/1/2007,246057,50,,,,
4/1/2007,6155,New Haven,CT,4.5,248464,0,236.6,7/1/2007,244827,51,,,,
5/1/2007,6155,New Haven,CT,4.5,247389,0,267,8/1/2007,244364,52,,,,
6/1/2007,6155,New Haven,CT,4.5,246057,0,-54.6,9/1/2007,243875,53,,,,
7/1/2007,6155,New Haven,CT,4.6,244827,0.1,-7.3,10/1/2007,243149,54,,,,
8/1/2007,6155,New Haven,CT,4.7,244364,0.1,-39.5,11/1/2007,241811,55,,,,
9/1/2007,6155,New Haven,CT,4.8,243875,0.1,133.4,12/1/2007,240288,56,,,,
10/1/2007,6155,New Haven,CT,4.9,243149,0.1,144.9,1/1/2008,237647,57,,,,
11/1/2007,6155,New Haven,CT,5,241811,0.1,-190.9,2/1/2008,234568,58,,,,
12/1/2007,6155,New Haven,CT,5.1,240288,0.1,-96.4,3/1/2008,230507,59,,,,
1/1/2008,6155,New Haven,CT,5.1,237647,0,-53,4/1/2008,227478,60,,,,
2/1/2008,6155,New Haven,CT,5.2,234568,0.1,-396.4,5/1/2008,225797,61,,,,
3/1/2008,6155,New Haven,CT,5.3,230507,0.1,49.9,6/1/2008,225781,62,,,,
4/1/2008,6155,New Haven,CT,5.4,227478,0.1,136.2,7/1/2008,225528,63,,,,
5/1/2008,6155,New Haven,CT,5.5,225797,0.1,-16.3,8/1/2008,224186,64,,,,
6/1/2008,6155,New Haven,CT,5.7,225781,0.2,-228.6,9/1/2008,222265,65,,,,
7/1/2008,6155,New Haven,CT,5.9,225528,0.2,-294.4,10/1/2008,220361,66,,,,
8/1/2008,6155,New Haven,CT,6.1,224186,0.2,62.5,11/1/2008,219024,67,,,,
9/1/2008,6155,New Haven,CT,6.3,222265,0.2,-409.4,12/1/2008,216413,68,,,,
10/1/2008,6155,New Haven,CT,6.4,220361,0.1,-515.4,1/1/2009,213385,69,,,,
11/1/2008,6155,New Haven,CT,6.6,219024,0.2,-216.7,2/1/2009,210965,70,,,,
12/1/2008,6155,New Haven,CT,6.7,216413,0.1,-211.8,3/1/2009,209852,71,,,,
1/1/2009,6155,New Haven,CT,6.9,213385,0.2,-83.9,4/1/2009,208455,72,,,,
2/1/2009,6155,New Haven,CT,7.1,210965,0.2,-207.9,5/1/2009,206018,73,,,,
3/1/2009,6155,New Haven,CT,7.3,209852,0.2,-49,6/1/2009,203130,74,,,,
4/1/2009,6155,New Haven,CT,7.5,208455,0.2,179.1,7/1/2009,200396,75,,,,
5/1/2009,6155,New Haven,CT,7.7,206018,0.2,182,8/1/2009,198159,76,,,,
6/1/2009,6155,New Haven,CT,7.9,203130,0.2,18.8,9/1/2009,196096,77,,,,
7/1/2009,6155,New Haven,CT,8,200396,0.1,269.9,10/1/2009,194498,78,,,,
8/1/2009,6155,New Haven,CT,8.2,198159,0.2,156,11/1/2009,192835,79,,,,
9/1/2009,6155,New Haven,CT,8.4,196096,0.2,88.5,12/1/2009,193830,80,,,,
10/1/2009,6155,New Haven,CT,8.5,194498,0.1,22.7,1/1/2010,195510,81,,,,
11/1/2009,6155,New Haven,CT,8.7,192835,0.2,129.6,2/1/2010,197473,82,,,,
12/1/2009,6155,New Haven,CT,8.9,193830,0.2,174.6,3/1/2010,197728,83,,,,
1/1/2010,6155,New Haven,CT,8.9,195510,0,25.3,4/1/2010,198604,84,,,,
2/1/2010,6155,New Haven,CT,9,197473,0.1,-64.6,5/1/2010,198961,85,,,,
3/1/2010,6155,New Haven,CT,9.1,197728,0.1,232.9,6/1/2010,199346,86,,,,
4/1/2010,6155,New Haven,CT,9.2,198604,0.1,99.4,7/1/2010,198769,87,,,,
5/1/2010,6155,New Haven,CT,9.2,198961,0,-261.8,8/1/2010,198422,88,,,,
6/1/2010,6155,New Haven,CT,9.2,199346,0,-261.8,9/1/2010,197177,89,,,,
7/1/2010,6155,New Haven,CT,9.3,198769,0.1,213.9,10/1/2010,196126,90,,,,
8/1/2010,6155,New Haven,CT,9.3,198422,0,72.9,11/1/2010,194992,91,,,,
9/1/2010,6155,New Haven,CT,9.4,197177,0.1,72.8,12/1/2010,193684,92,,,,
10/1/2010,6155,New Haven,CT,9.5,196126,0.1,188.8,1/1/2011,192255,93,,,,
11/1/2010,6155,New Haven,CT,9.6,194992,0.1,6.3,2/1/2011,190432,94,,,,
12/1/2010,6155,New Haven,CT,9.6,193684,0,231.1,3/1/2011,188832,95,,,,
1/1/2011,6155,New Haven,CT,9.6,192255,0,153.4,4/1/2011,186882,96,,,,
2/1/2011,6155,New Haven,CT,9.5,190432,-0.1,153.4,5/1/2011,185549,97,,,,
3/1/2011,6155,New Haven,CT,9.5,188832,0,26.1,6/1/2011,184394,98,,,,
4/1/2011,6155,New Haven,CT,9.4,186882,-0.1,193.6,7/1/2011,183709,99,,,,
5/1/2011,6155,New Haven,CT,9.3,185549,-0.1,-76.6,8/1/2011,182506,100,,,,
6/1/2011,6155,New Haven,CT,9.2,184394,-0.1,-76.6,9/1/2011,182633,101,,,,
7/1/2011,6155,New Haven,CT,9.1,183709,-0.1,-84.2,10/1/2011,183070,102,,,,
8/1/2011,6155,New Haven,CT,9,182506,-0.1,-224.8,11/1/2011,183617,103,,,,
9/1/2011,6155,New Haven,CT,8.9,182633,-0.1,-328.7,12/1/2011,182139,104,,,,
10/1/2011,6155,New Haven,CT,8.8,183070,-0.1,218.2,1/1/2012,180020,105,,,,
11/1/2011,6155,New Haven,CT,8.7,183617,-0.1,218.2,2/1/2012,178008,106,,,,
12/1/2011,6155,New Haven,CT,8.6,182139,-0.1,67.2,3/1/2012,176770,107,,,,
1/1/2012,6155,New Haven,CT,8.5,180020,-0.1,147.9,4/1/2012,175533,108,,,,
2/1/2012,6155,New Haven,CT,8.5,178008,0,207,5/1/2012,174665,109,,,,
3/1/2012,6155,New Haven,CT,8.5,176770,0,147.8,6/1/2012,173544,110,,,,
4/1/2012,6155,New Haven,CT,8.6,175533,0.1,-142.6,7/1/2012,172445,111,,,,
5/1/2012,6155,New Haven,CT,8.7,174665,0.1,-142.6,8/1/2012,171737,112,,,,
6/1/2012,6155,New Haven,CT,8.7,173544,0,78.5,9/1/2012,170799,113,,,,
7/1/2012,6155,New Haven,CT,8.8,172445,0.1,71.3,10/1/2012,168424,114,,,,
8/1/2012,6155,New Haven,CT,8.7,171737,-0.1,71.3,11/1/2012,165840,115,,,,
9/1/2012,6155,New Haven,CT,8.7,170799,0,34.1,12/1/2012,164312,116,,,,
10/1/2012,6155,New Haven,CT,8.6,168424,-0.1,34.1,1/1/2013,164797,117,,,,
11/1/2012,6155,New Haven,CT,8.5,165840,-0.1,-53.5,2/1/2013,165089,118,,,,
12/1/2012,6155,New Haven,CT,8.5,164312,0,73.1,3/1/2013,165807,119,,,,
1/1/2013,6155,New Haven,CT,8.4,164797,-0.1,73.1,4/1/2013,166471,120,,,,
2/1/2013,6155,New Haven,CT,8.4,165089,0,282.7,5/1/2013,166536,121,,,,
3/1/2013,6155,New Haven,CT,8,165807,-0.4,189.7,6/1/2013,165953,122,,,,
4/1/2013,6155,New Haven,CT,8.1,166471,0.1,119.7,7/1/2013,165596,123,,,,
5/1/2013,6155,New Haven,CT,8.1,166536,0,123,8/1/2013,165763,124,,,,
6/1/2013,6155,New Haven,CT,8.1,165953,0,95.7,9/1/2013,166072,125,,,,
7/1/2013,6155,New Haven,CT,8,165596,-0.1,95.7,10/1/2013,166727,126,,,,
8/1/2013,6155,New Haven,CT,7.9,165763,-0.1,-166.9,11/1/2013,167668,127,,,,
9/1/2013,6155,New Haven,CT,7.8,166072,-0.1,166.9,12/1/2013,168708,128,,,,
10/1/2013,6155,New Haven,CT,7.7,166727,-0.1,166.9,1/1/2014,168419,129,,,,
11/1/2013,6155,New Haven,CT,7.6,167668,-0.1,231.3,2/1/2014,168094,130,,,,
12/1/2013,6155,New Haven,CT,7.5,168708,-0.1,90.5,3/1/2014,166941,131,,,,
1/1/2014,6155,New Haven,CT,7.3,168419,-0.2,90.5,4/1/2014,166353,132,,,,
2/1/2014,6155,New Haven,CT,7.2,168094,-0.1,-445.4,5/1/2014,166162,133,,,,
3/1/2014,6155,New Haven,CT,7.1,166941,-0.1,415.8,6/1/2014,167287,134,,,,
4/1/2014,6155,New Haven,CT,7,166353,-0.1,154.8,7/1/2014,168036,135,,,,
5/1/2014,6155,New Haven,CT,6.9,166162,-0.1,11.8,8/1/2014,167883,136,,,,
6/1/2014,6155,New Haven,CT,6.8,167287,-0.1,30.7,9/1/2014,166600,137,,,,
7/1/2014,6155,New Haven,CT,6.7,168036,-0.1,30.7,10/1/2014,166352,138,,,,
8/1/2014,6155,New Haven,CT,6.6,167883,-0.1,167.3,11/1/2014,166178,139,,,,
9/1/2014,6155,New Haven,CT,6.5,166600,-0.1,62.7,12/1/2014,165923,140,,,,
10/1/2014,6155,New Haven,CT,6.4,166352,-0.1,62.7,1/1/2015,165368,141,,,,
11/1/2014,6155,New Haven,CT,6.3,166178,-0.1,129.8,2/1/2015,165315,142,,,,
12/1/2014,6155,New Haven,CT,6.2,165923,-0.1,129.8,3/1/2015,166187,143,,,,
1/1/2015,6155,New Haven,CT,6.1,165368,-0.1,-91.8,4/1/2015,166711,144,,,,
2/1/2015,6155,New Haven,CT,6,165315,-0.1,-113.7,5/1/2015,167293,145,,,,
3/1/2015,6155,New Haven,CT,5.9,166187,-0.1,233.1,6/1/2015,166652,146,,,,
4/1/2015,6155,New Haven,CT,5.8,166711,-0.1,38.1,7/1/2015,166031,147,,,,
5/1/2015,6155,New Haven,CT,5.8,167293,0,105.8,8/1/2015,165390,148,,,,
6/1/2015,6155,New Haven,CT,5.7,166652,-0.1,-119.3,9/1/2015,166175,149,,,,
7/1/2015,6155,New Haven,CT,5.7,166031,0,13.8,10/1/2015,166374,150,,,,
8/1/2015,6155,New Haven,CT,5.6,165390,-0.1,-327.7,11/1/2015,166236,151,,,,
9/1/2015,6155,New Haven,CT,5.6,166175,0,-327.7,12/1/2015,165783,152,,,,
10/1/2015,6155,New Haven,CT,5.6,166374,0,509.7,1/1/2016,166703,153,,,,
11/1/2015,6155,New Haven,CT,5.6,166236,0,42.5,2/1/2016,167605,154,,,,
12/1/2015,6155,New Haven,CT,5.6,165783,0,42.5,3/1/2016,167822,155,,,,
1/1/2016,6155,New Haven,CT,5.5,166703,-0.1,-259.4,4/1/2016,167195,156,,,,
2/1/2016,6155,New Haven,CT,5.4,167605,-0.1,-259.4,5/1/2016,166490,157,,,,
3/1/2016,6155,New Haven,CT,5.4,167822,0,455.1,6/1/2016,166473,158,,,,
4/1/2016,6155,New Haven,CT,5.3,167195,-0.1,106.3,7/1/2016,167122,159,,,,
5/1/2016,6155,New Haven,CT,5.3,166490,0,38,8/1/2016,167992,160,,,,
6/1/2016,6155,New Haven,CT,5.2,166473,-0.1,38,9/1/2016,168487,161,,,,
7/1/2016,6155,New Haven,CT,5.1,167122,-0.1,162.4,10/1/2016,168753,162,,,,
8/1/2016,6155,New Haven,CT,5,167992,-0.1,95.9,11/1/2016,169387,163,,,,
9/1/2016,6155,New Haven,CT,5,168487,0,-17.5,12/1/2016,170228,164,,,,
10/1/2016,6155,New Haven,CT,4.9,168753,-0.1,128.7,1/1/2017,170159,165,,,,
11/1/2016,6155,New Haven,CT,4.8,169387,-0.1,128.7,2/1/2017,170052,166,,,,
12/1/2016,6155,New Haven,CT,4.8,170228,0,258.8,3/1/2017,169724,167,,,,
1/1/2017,6155,New Haven,CT,4.8,170159,0,261,4/1/2017,170412,168,,,,
2/1/2017,6155,New Haven,CT,4.8,170052,0,261,5/1/2017,170659,169,,,,
3/1/2017,6155,New Haven,CT,4.8,169724,0,37.2,6/1/2017,171719,170,,,,
4/1/2017,6155,New Haven,CT,4.8,170412,0,97,7/1/2017,172834,171,,,,
5/1/2017,6155,New Haven,CT,4.7,170659,-0.1,97,8/1/2017,174716,172,,,,
6/1/2017,6155,New Haven,CT,4.7,171719,0,169.2,9/1/2017,175985,173,,,,
7/1/2017,6155,New Haven,CT,4.6,172834,-0.1,127.2,10/1/2017,177363,174,,,,
8/1/2017,6155,New Haven,CT,4.6,174716,0,127.2,11/1/2017,178655,175,,,,
9/1/2017,6155,New Haven,CT,4.6,175985,0,192.4,12/1/2017,179786,176,,,,
10/1/2017,6155,New Haven,CT,4.6,177363,0,369,1/1/2018,180805,177,,,,
11/1/2017,6155,New Haven,CT,4.6,178655,0,369,2/1/2018,181459,178,,,,
