date,unemployment_rate,statecode,city
2013-09-01,7.5,PA,Allentown
2013-09-01,6.7,PA,Altoona
2013-09-01,7,PA,Bloomsburg
2013-09-01,6.5,PA,Chambersburg
2013-09-01,9.2,PA,East Stroudsburg
2013-09-01,7.3,PA,Erie
2013-09-01,5.7,PA,Gettysburg
2013-09-01,6.1,PA,Harrisburg
2013-09-01,8.5,PA,Johnstown
2013-09-01,5.8,PA,Lancaster
2013-09-01,5.9,PA,Lebanon
2013-09-01,7.5,PA,Philadelphia
2013-09-01,6.7,PA,Pittsburgh
2013-09-01,6.9,PA,Reading
2013-09-01,8.7,PA,Scranton
2013-09-01,5.2,PA,State College
2013-09-01,7.6,PA,Williamsport
2013-09-01,6.6,PA,York
2013-09-01,9,RI,Providence
2013-09-01,6.1,SC,Charleston
2013-09-01,6.4,SC,Columbia
2013-09-01,8.3,SC,Florence
2013-09-01,6.4,SC,Greenville
2013-09-01,6.2,SC,Hilton Head Island
2013-09-01,8.4,SC,Myrtle Beach
2013-09-01,7.6,SC,Spartanburg
2013-09-01,8.3,SC,Sumter
2013-09-01,3.8,SD,Rapid City
2013-09-01,3.1,SD,Sioux Falls
2013-09-01,7.3,TN,Chattanooga
2013-09-01,8.1,TN,Clarksville
2013-09-01,7.3,TN,Cleveland
2013-09-01,8.1,TN,Jackson
2013-09-01,8,TN,Johnson City
2013-09-01,7.5,TN,Kingsport
2013-09-01,7.1,TN,Knoxville
2013-09-01,8.4,TN,Memphis
2013-09-01,8.9,TN,Morristown
2013-09-01,6.1,TN,Nashville
2013-09-01,5.3,TX,Abilene
2013-09-01,4.5,TX,Amarillo
2013-09-01,5,TX,Austin
2013-09-01,10.1,TX,Beaumont
2013-09-01,9.8,TX,Brownsville
2013-09-01,4.9,TX,College Station
2013-09-01,6.2,TX,Corpus Christi
2013-09-01,5.9,TX,Dallas
2013-09-01,7.7,TX,El Paso
2013-09-01,5.9,TX,Houston
2013-09-01,6.9,TX,Killeen
2013-09-01,6,TX,Laredo
2013-09-01,6,TX,Longview
2013-09-01,4.8,TX,Lubbock
2013-09-01,10.2,TX,McAllen
2013-09-01,3.7,TX,Midland
2013-09-01,4.3,TX,Odessa
2013-09-01,5.1,TX,San Angelo
2013-09-01,5.6,TX,San Antonio
2013-09-01,6,TX,Sherman
2013-09-01,7.4,TX,Texarkana
2013-09-01,6.5,TX,Tyler
2013-09-01,5.1,TX,Victoria
2013-09-01,6.1,TX,Waco
2013-09-01,5.6,TX,Wichita Falls
2013-09-01,3.8,UT,Logan
2013-09-01,4.5,UT,Ogden
2013-09-01,4.1,UT,Provo
2013-09-01,5.2,UT,St. George
2013-09-01,4.3,UT,Salt Lake City
2013-09-01,3.5,VT,Burlington
2013-09-01,6,VA,Blacksburg
2013-09-01,4.9,VA,Charlottesville
2013-09-01,5.6,VA,Harrisonburg
2013-09-01,6.2,VA,Lynchburg
2013-09-01,5.9,VA,Richmond
2013-09-01,5.8,VA,Roanoke
2013-09-01,5.4,VA,Staunton
2013-09-01,6.2,VA,Virginia Beach
2013-09-01,5.5,VA,Winchester
2013-09-01,7.2,WA,Bellingham
2013-09-01,7,WA,Bremerton
2013-09-01,8.9,WA,Kennewick
2013-09-01,9.5,WA,Longview
2013-09-01,8.3,WA,Mount Vernon
2013-09-01,7.4,WA,Olympia
2013-09-01,5.8,WA,Seattle
2013-09-01,8.2,WA,Spokane
2013-09-01,7,WA,Walla Walla
2013-09-01,7.5,WA,Wenatchee
2013-09-01,9.8,WA,Yakima
2013-09-01,7.7,WV,Beckley
2013-09-01,6.2,WV,Charleston
2013-09-01,7.5,WV,Huntington
2013-09-01,4.8,WV,Morgantown
2013-09-01,6.2,WV,Parkersburg
2013-09-01,7.2,WV,Wheeling
2013-09-01,5.8,WI,Appleton
2013-09-01,5.9,WI,Eau Claire
2013-09-01,6,WI,Fond du Lac
2013-09-01,6.2,WI,Green Bay
2013-09-01,7.6,WI,Janesville
2013-09-01,5.3,WI,La Crosse
2013-09-01,4.9,WI,Madison
2013-09-01,7.1,WI,Milwaukee
2013-09-01,6.3,WI,Oshkosh
2013-09-01,8,WI,Racine
2013-09-01,5.8,WI,Sheboygan
2013-09-01,6.6,WI,Wausau
2013-09-01,4.5,WY,Casper
2013-09-01,4.5,WY,Cheyenne
2013-09-01,20.1,PR,Aguadilla
2013-09-01,16.2,PR,Arecibo
2013-09-01,23.5,PR,Guayama
2013-09-01,19.1,PR,Mayaguez
2013-09-01,18.3,PR,Ponce
2013-09-01,21.9,PR,San German
2013-09-01,12,PR,San Juan
2013-10-01,9,AL,Anniston
2013-10-01,5.7,AL,Auburn
2013-10-01,6.2,AL,Birmingham
2013-10-01,6.5,AL,Daphne
2013-10-01,7.1,AL,Decatur
2013-10-01,7,AL,Dothan
2013-10-01,7.5,AL,Florence
2013-10-01,7.5,AL,Gadsden
2013-10-01,6.3,AL,Huntsville
2013-10-01,8.5,AL,Mobile
2013-10-01,7.1,AL,Montgomery
2013-10-01,6.8,AL,Tuscaloosa
2013-10-01,5.9,AK,Anchorage
2013-10-01,5.7,AK,Fairbanks
2013-10-01,8.1,AZ,Flagstaff
2013-10-01,10.1,AZ,Lake Havasu City
2013-10-01,6.5,AZ,Phoenix
2013-10-01,7.3,AZ,Prescott
2013-10-01,9.3,AZ,Sierra Vista
2013-10-01,6.6,AZ,Tucson
2013-10-01,25.7,AZ,Yuma
2013-10-01,5.3,AR,Fayetteville
2013-10-01,7.6,AR,Fort Smith
2013-10-01,7.4,AR,Hot Springs
2013-10-01,6.7,AR,Jonesboro
2013-10-01,6.2,AR,Little Rock
2013-10-01,9.8,AR,Pine Bluff
2013-10-01,11.4,CA,Bakersfield
2013-10-01,9.9,CA,Chico
2013-10-01,24.3,CA,El Centro
2013-10-01,12.8,CA,Fresno
2013-10-01,13.1,CA,Hanford
2013-10-01,8.6,CA,Los Angeles
2013-10-01,12.2,CA,Madera
2013-10-01,14,CA,Merced
2013-10-01,12.5,CA,Modesto
2013-10-01,6.5,CA,Napa
2013-10-01,7.6,CA,Oxnard
2013-10-01,11.2,CA,Redding
2013-10-01,9.4,CA,Riverside
2013-10-01,8.3,CA,Sacramento
2013-10-01,10.1,CA,Salinas
2013-10-01,7.5,CA,San Diego
2013-10-01,6.1,CA,San Francisco
2013-10-01,6.2,CA,San Jose
2013-10-01,6.5,CA,San Luis Obispo
2013-10-01,9.9,CA,Santa Cruz
2013-10-01,6.9,CA,Santa Maria
2013-10-01,6.6,CA,Santa Rosa
2013-10-01,11.9,CA,Stockton
2013-10-01,8.7,CA,Vallejo
2013-10-01,14.1,CA,Visalia
2013-10-01,13.6,CA,Yuba City
2013-10-01,5.2,CO,Boulder
2013-10-01,7.4,CO,Colorado Springs
2013-10-01,6.1,CO,Denver
2013-10-01,5.5,CO,Fort Collins
2013-10-01,8.2,CO,Grand Junction
2013-10-01,6,CO,Greeley
2013-10-01,9.3,CO,Pueblo
2013-10-01,7.2,CT,Bridgeport
2013-10-01,6.1,CT,Danbury
2013-10-01,7.6,CT,Hartford
2013-10-01,7.7,CT,New Haven
2013-10-01,8.3,CT,Norwich
2013-10-01,9.4,CT,Waterbury
2013-10-01,6.9,DE,Dover
2013-10-01,8.1,MD,Salisbury
2013-10-01,5.4,DC,Washington
2013-10-01,6.8,FL,Cape Coral
2013-10-01,5.5,FL,Crestview
2013-10-01,7.7,FL,Deltona
2013-10-01,5.5,FL,Gainesville
2013-10-01,9.2,FL,Homosassa Springs
2013-10-01,6.6,FL,Jacksonville
2013-10-01,7.8,FL,Lakeland
2013-10-01,6.7,FL,Miami
2013-10-01,6.6,FL,Naples
2013-10-01,6.4,FL,North Port
2013-10-01,8.1,FL,Ocala
2013-10-01,6.5,FL,Orlando
2013-10-01,7.9,FL,Palm Bay
2013-10-01,6.8,FL,Panama City
2013-10-01,6.5,FL,Pensacola
2013-10-01,8.6,FL,Port St. Lucie
2013-10-01,7.5,FL,Punta Gorda
2013-10-01,9.1,FL,Sebastian
2013-10-01,9.3,FL,Sebring
2013-10-01,6.1,FL,Tallahassee
2013-10-01,6.5,FL,Tampa
2013-10-01,8.9,FL,The Villages
2013-10-01,9.1,GA,Albany
2013-10-01,7,GA,Athens
2013-10-01,7.4,GA,Atlanta
2013-10-01,8,GA,Augusta
2013-10-01,8.5,GA,Brunswick
2013-10-01,8.3,GA,Columbus
2013-10-01,9.4,GA,Dalton
2013-10-01,6.5,GA,Gainesville
2013-10-01,8.2,GA,Hinesville
2013-10-01,8.6,GA,Macon
2013-10-01,9,GA,Rome
2013-10-01,7.7,GA,Savannah
2013-10-01,7.7,GA,Valdosta
2013-10-01,7.8,GA,Warner Robins
2013-10-01,5.1,HI,Kahului
2013-10-01,4.4,HI,Urban Honolulu
2013-10-01,5.6,ID,Boise City
2013-10-01,6.9,ID,Coeur d'Alene
2013-10-01,5.1,ID,Idaho Falls
2013-10-01,5.3,ID,Lewiston
2013-10-01,5.5,ID,Pocatello
2013-10-01,5.2,ID,Twin Falls
2013-10-01,6.7,IL,Bloomington
2013-10-01,8.3,IL,Carbondale
2013-10-01,7.3,IL,Champaign
2013-10-01,8.7,IL,Chicago
2013-10-01,11.1,IL,Danville
2013-10-01,6.9,IA,Davenport
2013-10-01,11.5,IL,Decatur
2013-10-01,10,IL,Kankakee
2013-10-01,9.1,IL,Peoria
2013-10-01,10.2,IL,Rockford
2013-10-01,7.1,IL,Springfield
2013-10-01,6.6,IN,Bloomington
2013-10-01,5.4,IN,Columbus
2013-10-01,6.4,IN,Elkhart
2013-10-01,6.4,IN,Evansville
2013-10-01,6.8,IN,Fort Wayne
2013-10-01,6.7,IN,Indianapolis
2013-10-01,7.4,IN,Kokomo
2013-10-01,6.1,IN,Lafayette
2013-10-01,8.7,IN,Michigan City
2013-10-01,8,IN,Muncie
2013-10-01,8,IN,South Bend
2013-10-01,8.6,IN,Terre Haute
2013-10-01,3.2,IA,Ames
2013-10-01,4.9,IA,Cedar Rapids
2013-10-01,4.5,IA,Des Moines
2013-10-01,4.4,IA,Dubuque
2013-10-01,3.3,IA,Iowa City
2013-10-01,4.4,IA,Sioux City
2013-10-01,4.7,IA,Waterloo
2013-10-01,4.5,KS,Lawrence
2013-10-01,4.2,KS,Manhattan
2013-10-01,5.4,KS,Topeka
2013-10-01,5.7,KS,Wichita
2013-10-01,7.2,KY,Bowling Green
2013-10-01,7.9,KY,Elizabethtown
2013-10-01,6,KY,Lexington
2013-10-01,7,KY,Louisville/Jefferson County
2013-10-01,6.9,KY,Owensboro
2013-10-01,6.4,LA,Alexandria
2013-10-01,5.7,LA,Baton Rouge
2013-10-01,7.5,LA,Hammond
2013-10-01,4.5,LA,Houma
2013-10-01,5,LA,Lafayette
2013-10-01,5.8,LA,Lake Charles
2013-10-01,6.7,LA,Monroe
2013-10-01,6.1,LA,New Orleans
2013-10-01,7,LA,Shreveport
2013-10-01,5.9,ME,Bangor
2013-10-01,6.2,ME,Lewiston
2013-10-01,5.3,ME,Portland
2013-10-01,6.6,MD,Baltimore
2013-10-01,5.7,MD,California
2013-10-01,8.1,MD,Cumberland
2013-10-01,6.5,MD,Hagerstown
2013-10-01,7.9,MA,Barnstable Town
2013-10-01,5.9,MA,Boston
2013-10-01,8,MA,Leominster
2013-10-01,10.2,MA,New Bedford
2013-10-01,7.6,MA,Pittsfield
2013-10-01,7.6,MA,Springfield
2013-10-01,7,MA,Worcester
2013-10-01,5.7,MI,Ann Arbor
2013-10-01,7.6,MI,Battle Creek
2013-10-01,8.5,MI,Bay City
2013-10-01,9.5,MI,Detroit
2013-10-01,9.5,MI,Flint
2013-10-01,6.1,MI,Grand Rapids
2013-10-01,8,MI,Jackson
2013-10-01,7.3,MI,Kalamazoo
2013-10-01,6.7,MI,Lansing
2013-10-01,7.5,MI,Midland
2013-10-01,7,MI,Monroe
2013-10-01,9.5,MI,Muskegon
2013-10-01,8.4,MI,Niles
2013-10-01,8.8,MI,Saginaw
2013-10-01,6,MN,Duluth
2013-10-01,3.8,MN,Mankato
2013-10-01,4.5,MN,Minneapolis
2013-10-01,4.1,MN,Rochester
2013-10-01,4.8,MN,St. Cloud
2013-10-01,7.7,MS,Gulfport
2013-10-01,7.1,MS,Hattiesburg
2013-10-01,7,MS,Jackson
2013-10-01,6.4,MO,Cape Girardeau
2013-10-01,4.4,MO,Columbia
2013-10-01,5.6,MO,Jefferson City
2013-10-01,5.8,MO,Joplin
2013-10-01,6.1,MO,Kansas City
2013-10-01,6,MO,St. Joseph
2013-10-01,7,MO,St. Louis
2013-10-01,5.6,MO,Springfield
2013-10-01,4.3,MT,Billings
2013-10-01,4.8,MT,Great Falls
2013-10-01,5,MT,Missoula
2013-10-01,3.4,NE,Grand Island
2013-10-01,3.3,NE,Lincoln
2013-10-01,3.9,NE,Omaha
2013-10-01,9.9,NV,Carson City
2013-10-01,9.2,NV,Las Vegas
2013-10-01,8.8,NV,Reno
2013-10-01,4.7,NH,Dover
2013-10-01,4.9,NH,Manchester
2013-10-01,4.6,NH,Portsmouth
2013-10-01,10.9,NJ,Atlantic City
2013-10-01,13.4,NJ,Ocean City
2013-10-01,6.7,NJ,Trenton
2013-10-01,11.1,NJ,Vineland
2013-10-01,6.8,NM,Albuquerque
2013-10-01,6.8,NM,Farmington
2013-10-01,7.5,NM,Las Cruces
2013-10-01,5.6,NM,Santa Fe
2013-10-01,5.9,NY,Albany
2013-10-01,7.4,NY,Binghamton
2013-10-01,7.2,NY,Buffalo
2013-10-01,7.5,NY,Elmira
2013-10-01,7.4,NY,Glens Falls
2013-10-01,4.9,NY,Ithaca
2013-10-01,6.6,NY,Kingston
2013-10-01,7.6,NY,New York
2013-10-01,6.7,NY,Rochester
2013-10-01,7.1,NY,Syracuse
2013-10-01,7.1,NY,Utica
2013-10-01,8.9,NY,Watertown
2013-10-01,5.7,NC,Asheville
2013-10-01,6.6,NC,Burlington
2013-10-01,7.2,NC,Charlotte
2013-10-01,5.8,NC,Durham
2013-10-01,9.3,NC,Fayetteville
2013-10-01,7.1,NC,Goldsboro
2013-10-01,7.8,NC,Greensboro
2013-10-01,7.4,NC,Greenville
2013-10-01,7.8,NC,Hickory
2013-10-01,6.6,NC,Jacksonville
2013-10-01,8.1,NC,New Bern
2013-10-01,5.7,NC,Raleigh
2013-10-01,10.4,NC,Rocky Mount
2013-10-01,7.1,NC,Wilmington
2013-10-01,7.1,NC,Winston
2013-10-01,2.7,ND,Bismarck
2013-10-01,3,ND,Fargo
2013-10-01,3.7,ND,Grand Forks
2013-10-01,7.6,OH,Akron
2013-10-01,7.5,OH,Canton
2013-10-01,7,OH,Cincinnati
2013-10-01,6.9,OH,Cleveland
2013-10-01,6.3,OH,Columbus
2013-10-01,7.7,OH,Dayton
2013-10-01,7.7,OH,Lima
2013-10-01,8.4,OH,Mansfield
2013-10-01,7.2,OH,Springfield
2013-10-01,7.9,OH,Toledo
2013-10-01,9.3,WV,Weirton
2013-10-01,8.4,OH,Youngstown
2013-10-01,4.1,OK,Enid
2013-10-01,5.6,OK,Lawton
2013-10-01,4.6,OK,Oklahoma City
2013-10-01,5.2,OK,Tulsa
2013-10-01,9.2,OR,Albany
2013-10-01,9.1,OR,Bend
2013-10-01,5.5,OR,Corvallis
2013-10-01,7.7,OR,Eugene
2013-10-01,10.6,OR,Grants Pass
2013-10-01,9.5,OR,Medford
2013-10-01,6.8,OR,Portland
2013-10-01,8.3,OR,Salem
2013-10-01,7.3,PA,Allentown
2013-10-01,6.6,PA,Altoona
2013-10-01,6.8,PA,Bloomsburg
2013-10-01,6.4,PA,Chambersburg
2013-10-01,9,PA,East Stroudsburg
2013-10-01,7.2,PA,Erie
2013-10-01,5.5,PA,Gettysburg
2013-10-01,5.9,PA,Harrisburg
2013-10-01,8.3,PA,Johnstown
2013-10-01,5.6,PA,Lancaster
2013-10-01,5.7,PA,Lebanon
2013-10-01,7.3,PA,Philadelphia
2013-10-01,6.6,PA,Pittsburgh
2013-10-01,6.7,PA,Reading
2013-10-01,8.5,PA,Scranton
2013-10-01,5.1,PA,State College
2013-10-01,7.4,PA,Williamsport
2013-10-01,6.4,PA,York
2013-10-01,8.9,RI,Providence
2013-10-01,5.9,SC,Charleston
2013-10-01,6.2,SC,Columbia
2013-10-01,8.1,SC,Florence
2013-10-01,6.2,SC,Greenville
2013-10-01,6,SC,Hilton Head Island
2013-10-01,8.1,SC,Myrtle Beach
2013-10-01,7.3,SC,Spartanburg
2013-10-01,8,SC,Sumter
2013-10-01,3.8,SD,Rapid City
2013-10-01,3,SD,Sioux Falls
2013-10-01,7.1,TN,Chattanooga
2013-10-01,7.9,TN,Clarksville
2013-10-01,7.1,TN,Cleveland
2013-10-01,7.9,TN,Jackson
2013-10-01,7.8,TN,Johnson City
2013-10-01,7.3,TN,Kingsport
2013-10-01,6.9,TN,Knoxville
2013-10-01,8.3,TN,Memphis
2013-10-01,8.6,TN,Morristown
2013-10-01,5.9,TN,Nashville
2013-10-01,5.2,TX,Abilene
2013-10-01,4.4,TX,Amarillo
2013-10-01,4.9,TX,Austin
2013-10-01,10,TX,Beaumont
2013-10-01,9.7,TX,Brownsville
2013-10-01,4.8,TX,College Station
2013-10-01,6.1,TX,Corpus Christi
2013-10-01,5.8,TX,Dallas
2013-10-01,7.5,TX,El Paso
2013-10-01,5.8,TX,Houston
2013-10-01,6.8,TX,Killeen
2013-10-01,5.9,TX,Laredo
2013-10-01,5.9,TX,Longview
2013-10-01,4.7,TX,Lubbock
2013-10-01,10.1,TX,McAllen
2013-10-01,3.6,TX,Midland
2013-10-01,4.2,TX,Odessa
2013-10-01,4.9,TX,San Angelo
2013-10-01,5.6,TX,San Antonio
2013-10-01,5.8,TX,Sherman
2013-10-01,7.3,TX,Texarkana
2013-10-01,6.4,TX,Tyler
2013-10-01,5,TX,Victoria
2013-10-01,6,TX,Waco
2013-10-01,5.5,TX,Wichita Falls
2013-10-01,3.7,UT,Logan
2013-10-01,4.4,UT,Ogden
2013-10-01,4,UT,Provo
2013-10-01,5.1,UT,St. George
2013-10-01,4.2,UT,Salt Lake City
2013-10-01,3.4,VT,Burlington
2013-10-01,5.9,VA,Blacksburg
2013-10-01,4.9,VA,Charlottesville
2013-10-01,5.6,VA,Harrisonburg
2013-10-01,6.1,VA,Lynchburg
2013-10-01,5.9,VA,Richmond
2013-10-01,5.7,VA,Roanoke
2013-10-01,5.3,VA,Staunton
2013-10-01,6.1,VA,Virginia Beach
2013-10-01,5.5,VA,Winchester
2013-10-01,7,WA,Bellingham
2013-10-01,6.8,WA,Bremerton
2013-10-01,8.7,WA,Kennewick
2013-10-01,9.3,WA,Longview
2013-10-01,8.2,WA,Mount Vernon
2013-10-01,7.3,WA,Olympia
2013-10-01,5.8,WA,Seattle
2013-10-01,8.1,WA,Spokane
2013-10-01,6.9,WA,Walla Walla
2013-10-01,7.3,WA,Wenatchee
2013-10-01,9.7,WA,Yakima
2013-10-01,7.8,WV,Beckley
2013-10-01,6.3,WV,Charleston
2013-10-01,7.4,WV,Huntington
2013-10-01,4.8,WV,Morgantown
2013-10-01,6.2,WV,Parkersburg
2013-10-01,7.2,WV,Wheeling
2013-10-01,5.7,WI,Appleton
2013-10-01,5.7,WI,Eau Claire
2013-10-01,5.9,WI,Fond du Lac
2013-10-01,6.1,WI,Green Bay
2013-10-01,7.6,WI,Janesville
2013-10-01,5.2,WI,La Crosse
2013-10-01,4.8,WI,Madison
2013-10-01,7,WI,Milwaukee
2013-10-01,6.2,WI,Oshkosh
2013-10-01,8.6,WI,Racine
2013-10-01,5.7,WI,Sheboygan
2013-10-01,6.4,WI,Wausau
2013-10-01,4.5,WY,Casper
2013-10-01,4.5,WY,Cheyenne
2013-10-01,20.3,PR,Aguadilla
2013-10-01,16.4,PR,Arecibo
2013-10-01,23.4,PR,Guayama
2013-10-01,19.1,PR,Mayaguez
2013-10-01,18.6,PR,Ponce
2013-10-01,22,PR,San German
2013-10-01,12.2,PR,San Juan
2013-11-01,8.9,AL,Anniston
2013-11-01,5.8,AL,Auburn
2013-11-01,6.3,AL,Birmingham
2013-11-01,6.6,AL,Daphne
2013-11-01,7.1,AL,Decatur
2013-11-01,7,AL,Dothan
2013-11-01,7.5,AL,Florence
2013-11-01,7.6,AL,Gadsden
2013-11-01,6.4,AL,Huntsville
2013-11-01,8.5,AL,Mobile
2013-11-01,7.1,AL,Montgomery
2013-11-01,6.8,AL,Tuscaloosa
2013-11-01,5.9,AK,Anchorage
2013-11-01,5.7,AK,Fairbanks
2013-11-01,8,AZ,Flagstaff
2013-11-01,9.8,AZ,Lake Havasu City
2013-11-01,6.4,AZ,Phoenix
2013-11-01,7.1,AZ,Prescott
2013-11-01,9.3,AZ,Sierra Vista
2013-11-01,6.5,AZ,Tucson
2013-11-01,25.7,AZ,Yuma
2013-11-01,5.2,AR,Fayetteville
2013-11-01,7.5,AR,Fort Smith
2013-11-01,7.3,AR,Hot Springs
2013-11-01,6.6,AR,Jonesboro
2013-11-01,6.1,AR,Little Rock
2013-11-01,9.8,AR,Pine Bluff
2013-11-01,11.3,CA,Bakersfield
2013-11-01,9.7,CA,Chico
2013-11-01,23.9,CA,El Centro
2013-11-01,12.7,CA,Fresno
2013-11-01,12.9,CA,Hanford
2013-11-01,8.5,CA,Los Angeles
2013-11-01,12.1,CA,Madera
2013-11-01,13.9,CA,Merced
2013-11-01,12.4,CA,Modesto
2013-11-01,6.4,CA,Napa
2013-11-01,7.4,CA,Oxnard
2013-11-01,11,CA,Redding
2013-11-01,9.2,CA,Riverside
2013-11-01,8.1,CA,Sacramento
2013-11-01,10,CA,Salinas
2013-11-01,7.4,CA,San Diego
2013-11-01,6,CA,San Francisco
2013-11-01,6.1,CA,San Jose
2013-11-01,6.3,CA,San Luis Obispo
2013-11-01,9.8,CA,Santa Cruz
2013-11-01,6.8,CA,Santa Maria
2013-11-01,6.5,CA,Santa Rosa
2013-11-01,11.7,CA,Stockton
2013-11-01,8.6,CA,Vallejo
2013-11-01,14,CA,Visalia
2013-11-01,13.4,CA,Yuba City
2013-11-01,5.1,CO,Boulder
2013-11-01,7.3,CO,Colorado Springs
2013-11-01,6,CO,Denver
2013-11-01,5.4,CO,Fort Collins
2013-11-01,8,CO,Grand Junction
2013-11-01,5.8,CO,Greeley
2013-11-01,9.2,CO,Pueblo
2013-11-01,7.1,CT,Bridgeport
2013-11-01,6,CT,Danbury
2013-11-01,7.4,CT,Hartford
2013-11-01,7.6,CT,New Haven
2013-11-01,8.1,CT,Norwich
2013-11-01,9.3,CT,Waterbury
2013-11-01,6.9,DE,Dover
2013-11-01,8,MD,Salisbury
2013-11-01,5.3,DC,Washington
2013-11-01,6.6,FL,Cape Coral
2013-11-01,5.4,FL,Crestview
2013-11-01,7.6,FL,Deltona
2013-11-01,5.5,FL,Gainesville
2013-11-01,9.1,FL,Homosassa Springs
2013-11-01,6.5,FL,Jacksonville
2013-11-01,7.6,FL,Lakeland
2013-11-01,6.7,FL,Miami
2013-11-01,6.5,FL,Naples
2013-11-01,6.2,FL,North Port
2013-11-01,7.9,FL,Ocala
2013-11-01,6.4,FL,Orlando
2013-11-01,7.7,FL,Palm Bay
2013-11-01,6.6,FL,Panama City
2013-11-01,6.4,FL,Pensacola
2013-11-01,8.4,FL,Port St. Lucie
2013-11-01,7.4,FL,Punta Gorda
2013-11-01,9,FL,Sebastian
2013-11-01,9.2,FL,Sebring
2013-11-01,6,FL,Tallahassee
2013-11-01,6.4,FL,Tampa
2013-11-01,8.7,FL,The Villages
2013-11-01,9,GA,Albany
2013-11-01,6.8,GA,Athens
2013-11-01,7.2,GA,Atlanta
2013-11-01,7.8,GA,Augusta
2013-11-01,8.4,GA,Brunswick
2013-11-01,8.2,GA,Columbus
2013-11-01,9.1,GA,Dalton
2013-11-01,6.3,GA,Gainesville
2013-11-01,8.2,GA,Hinesville
2013-11-01,8.4,GA,Macon
2013-11-01,8.8,GA,Rome
2013-11-01,7.6,GA,Savannah
2013-11-01,7.6,GA,Valdosta
2013-11-01,7.7,GA,Warner Robins
2013-11-01,5.1,HI,Kahului
2013-11-01,4.4,HI,Urban Honolulu
2013-11-01,5.4,ID,Boise City
2013-11-01,6.8,ID,Coeur d'Alene
2013-11-01,5,ID,Idaho Falls
2013-11-01,5.1,ID,Lewiston
2013-11-01,5.3,ID,Pocatello
2013-11-01,5,ID,Twin Falls
2013-11-01,6.5,IL,Bloomington
2013-11-01,8.2,IL,Carbondale
2013-11-01,7.2,IL,Champaign
2013-11-01,8.6,IL,Chicago
2013-11-01,10.9,IL,Danville
2013-11-01,6.8,IA,Davenport
2013-11-01,11.2,IL,Decatur
2013-11-01,9.8,IL,Kankakee
2013-11-01,8.8,IL,Peoria
2013-11-01,10.1,IL,Rockford
2013-11-01,7,IL,Springfield
2013-11-01,6.5,IN,Bloomington
2013-11-01,5.2,IN,Columbus
2013-11-01,6.1,IN,Elkhart
2013-11-01,6.2,IN,Evansville
2013-11-01,6.5,IN,Fort Wayne
2013-11-01,6.5,IN,Indianapolis
2013-11-01,7.1,IN,Kokomo
2013-11-01,5.8,IN,Lafayette
2013-11-01,8.4,IN,Michigan City
2013-11-01,7.7,IN,Muncie
2013-11-01,7.7,IN,South Bend
2013-11-01,8.3,IN,Terre Haute
2013-11-01,3.2,IA,Ames
2013-11-01,4.8,IA,Cedar Rapids
2013-11-01,4.4,IA,Des Moines
2013-11-01,4.3,IA,Dubuque
2013-11-01,3.3,IA,Iowa City
2013-11-01,4.3,IA,Sioux City
2013-11-01,4.7,IA,Waterloo
2013-11-01,4.5,KS,Lawrence
2013-11-01,4.1,KS,Manhattan
2013-11-01,5.3,KS,Topeka
2013-11-01,5.6,KS,Wichita
2013-11-01,7.1,KY,Bowling Green
2013-11-01,7.8,KY,Elizabethtown
2013-11-01,5.8,KY,Lexington
2013-11-01,6.9,KY,Louisville/Jefferson County
2013-11-01,6.8,KY,Owensboro
2013-11-01,6.1,LA,Alexandria
2013-11-01,5.5,LA,Baton Rouge
2013-11-01,7.2,LA,Hammond
2013-11-01,4.3,LA,Houma
2013-11-01,4.9,LA,Lafayette
2013-11-01,5.6,LA,Lake Charles
2013-11-01,6.4,LA,Monroe
2013-11-01,5.9,LA,New Orleans
2013-11-01,6.7,LA,Shreveport
2013-11-01,5.8,ME,Bangor
2013-11-01,6.1,ME,Lewiston
2013-11-01,5.2,ME,Portland
2013-11-01,6.5,MD,Baltimore
2013-11-01,5.6,MD,California
2013-11-01,8.1,MD,Cumberland
2013-11-01,6.4,MD,Hagerstown
2013-11-01,7.7,MA,Barnstable Town
2013-11-01,5.8,MA,Boston
2013-11-01,7.8,MA,Leominster
2013-11-01,10,MA,New Bedford
2013-11-01,7.5,MA,Pittsfield
2013-11-01,7.5,MA,Springfield
2013-11-01,6.9,MA,Worcester
2013-11-01,5.6,MI,Ann Arbor
2013-11-01,7.4,MI,Battle Creek
2013-11-01,8.3,MI,Bay City
2013-11-01,9.4,MI,Detroit
2013-11-01,9.4,MI,Flint
2013-11-01,5.9,MI,Grand Rapids
2013-11-01,7.8,MI,Jackson
2013-11-01,7.1,MI,Kalamazoo
2013-11-01,6.5,MI,Lansing
2013-11-01,7.3,MI,Midland
2013-11-01,6.9,MI,Monroe
2013-11-01,9.3,MI,Muskegon
2013-11-01,8.2,MI,Niles
2013-11-01,8.6,MI,Saginaw
2013-11-01,5.9,MN,Duluth
2013-11-01,3.7,MN,Mankato
2013-11-01,4.5,MN,Minneapolis
2013-11-01,4,MN,Rochester
2013-11-01,4.7,MN,St. Cloud
2013-11-01,7.7,MS,Gulfport
2013-11-01,7,MS,Hattiesburg
2013-11-01,6.9,MS,Jackson
2013-11-01,6.5,MO,Cape Girardeau
2013-11-01,4.4,MO,Columbia
2013-11-01,5.6,MO,Jefferson City
