date,city,statecode,dow,sp500,nasdaq,unemployment,housing
4/1/2013,Santa Rosa,CA,14839.8,1597.57,3239.17,7.4,372080
5/1/2013,Santa Rosa,CA,15115.6,1630.74,3299.13,7.3,379449
7/1/2013,Santa Rosa,CA,15499.5,1685.73,3434.49,7.1,394501
8/1/2013,Santa Rosa,CA,14810.3,1632.97,3675.74,7,405856
10/1/2013,Santa Rosa,CA,15545.8,1756.54,3817.98,6.6,421363
11/1/2013,Santa Rosa,CA,16086.4,1805.81,3922.04,6.5,424986
4/1/2014,Santa Rosa,CA,16580.8,1883.95,4268.04,5.8,449667
5/1/2014,Santa Rosa,CA,16717.2,1923.57,4127.45,5.7,450228
7/1/2014,Santa Rosa,CA,16563.3,1930.67,4458.65,5.6,453764
8/1/2014,Santa Rosa,CA,17098.4,2003.37,4352.64,5.5,454608
10/1/2014,Santa Rosa,CA,17390.5,2018.05,4422.09,5.3,457919
12/1/2014,Santa Rosa,CA,17823.1,2058.9,4727.35,5,466073
4/1/2015,Santa Rosa,CA,17840.5,2085.51,4880.23,4.6,476027
5/1/2015,Santa Rosa,CA,18010.7,2107.39,5005.39,4.5,483368
6/1/2015,Santa Rosa,CA,17619.5,2063.11,5082.93,4.5,489603
7/1/2015,Santa Rosa,CA,17689.9,2103.84,5013.12,4.4,491202
9/1/2015,Santa Rosa,CA,16284.7,1920.03,4636.1,4.3,497721
10/1/2015,Santa Rosa,CA,17663.5,2079.36,4627.08,4.3,501627
12/1/2015,Santa Rosa,CA,17425,2043.94,5156.31,4.2,508702
2/1/2016,Santa Rosa,CA,16516.5,1932.23,4620.37,4.1,515079
3/1/2016,Santa Rosa,CA,17685.1,2059.74,4689.6,4,518014
4/1/2016,Santa Rosa,CA,17773.6,2065.3,4914.54,4,521387
6/1/2016,Santa Rosa,CA,17930,2098.86,4952.25,4,522477
7/1/2016,Santa Rosa,CA,18432.2,2173.6,4862.57,4,526704
8/1/2016,Santa Rosa,CA,18400.9,2170.95,5184.2,4,530153
9/1/2016,Santa Rosa,CA,18308.2,2168.27,5227.21,4,533180
11/1/2016,Santa Rosa,CA,19123.6,2198.81,5153.58,3.9,541518
12/1/2016,Santa Rosa,CA,19762.6,2238.83,5251.11,3.8,544105
2/1/2017,Santa Rosa,CA,20812.2,2363.64,5642.65,3.6,552089
3/1/2017,Santa Rosa,CA,20663.2,2362.72,5904.03,3.5,554490
5/1/2017,Santa Rosa,CA,21008.7,2411.8,6091.6,3.4,558850
6/1/2017,Santa Rosa,CA,21349.6,2423.41,6246.83,3.4,561984
8/1/2017,Santa Rosa,CA,21948.1,2471.65,6362.94,3.3,566343
9/1/2017,Santa Rosa,CA,22405.1,2519.36,6435.33,3.2,571142
11/1/2017,Santa Rosa,CA,24272.3,2584.84,6716.53,3.1,586746
12/1/2017,Santa Rosa,CA,24719.2,2673.61,6847.59,3,593844
2/1/2018,Santa Rosa,CA,25029.2,2713.83,7385.86,2.9,608304
3/1/2018,Santa Rosa,CA,24103.1,2640.87,7180.56,2.8,615572
5/1/2018,Santa Rosa,CA,24415.8,2705.27,7130.7,2.8,623502
6/1/2018,Santa Rosa,CA,24271.4,2718.37,7554.33,2.7,623555
8/1/2018,Santa Rosa,CA,25964.8,2901.52,7707.29,2.7,627205
10/1/2018,Santa Rosa,CA,25115.8,2711.74,8037.3,2.7,622572
11/1/2018,Santa Rosa,CA,25538.5,2760.17,7434.06,2.7,618675
2/1/2019,Santa Rosa,CA,25916,2784.49,7263.87,2.8,601006
3/1/2019,Santa Rosa,CA,25928.7,2834.4,7595.35,2.9,595168
4/1/2019,Santa Rosa,CA,26592.9,2945.83,7828.91,2.9,592272
5/1/2019,Santa Rosa,CA,24815,2752.06,8049.64,2.8,592445
7/1/2019,Santa Rosa,CA,26864.3,2980.38,8091.16,2.8,592829
8/1/2019,Santa Rosa,CA,26403.3,2926.46,8111.12,2.7,592395
10/1/2019,Santa Rosa,CA,27046.2,3037.56,7908.68,2.6,595536
11/1/2019,Santa Rosa,CA,28051.4,3140.98,8386.4,2.5,598066
4/1/2003,Scranton,PA,8480.09,916.92,1348.3,6.3,0
5/1/2003,Scranton,PA,8850.26,963.59,1472.56,6.3,0
7/1/2003,Scranton,PA,9233.8,990.31,1640.13,6.2,0
8/1/2003,Scranton,PA,9415.82,1008.01,1715.62,6.1,0
10/1/2003,Scranton,PA,9801.12,1050.71,1832.25,6.1,0
12/1/2003,Scranton,PA,10453.9,1111.92,1989.82,6.1,0
3/1/2004,Scranton,PA,10357.7,1126.21,2057.8,6.2,0
4/1/2004,Scranton,PA,10225.6,1107.3,2015.01,6.3,0
6/1/2004,Scranton,PA,10435.5,1140.84,1990.77,6.4,0
7/1/2004,Scranton,PA,10139.7,1101.72,2015.55,6.5,0
9/1/2004,Scranton,PA,10080.3,1114.58,1850.41,6.5,0
10/1/2004,Scranton,PA,10027.5,1130.2,1942.2,6.4,0
11/1/2004,Scranton,PA,10428,1173.82,1979.87,6.3,0
12/1/2004,Scranton,PA,10783,1211.92,2138.23,6.2,0
2/1/2005,Scranton,PA,10766.2,1203.6,2068.7,5.9,100518
3/1/2005,Scranton,PA,10503.8,1180.59,2071.25,5.8,100706
4/1/2005,Scranton,PA,10192.5,1156.85,1984.81,5.7,101354
6/1/2005,Scranton,PA,10275,1191.33,2087.86,5.5,101902
7/1/2005,Scranton,PA,10640.9,1234.18,2057.37,5.5,102846
8/1/2005,Scranton,PA,10481.6,1220.33,2195.38,5.4,104503
9/1/2005,Scranton,PA,10568.7,1228.81,2147.9,5.4,105998
11/1/2005,Scranton,PA,10805.9,1249.48,2114.05,5.3,107326
12/1/2005,Scranton,PA,10717.5,1248.29,2267.17,5.2,107949
2/1/2006,Scranton,PA,10993.4,1280.66,2310.56,5.2,109828
3/1/2006,Scranton,PA,11109.3,1294.87,2314.64,5.2,110727
5/1/2006,Scranton,PA,11168.3,1270.09,2304.79,5.4,113465
6/1/2006,Scranton,PA,11150.2,1270.2,2219.86,5.4,114906
8/1/2006,Scranton,PA,11381.2,1303.82,2061.99,5.3,115717
9/1/2006,Scranton,PA,11679.1,1335.85,2193.16,5.2,115719
11/1/2006,Scranton,PA,12221.9,1400.63,2334.35,4.9,117970
12/1/2006,Scranton,PA,12463.2,1418.3,2413.21,4.8,118481
2/1/2007,Scranton,PA,12268.6,1406.82,2468.38,4.7,118643
3/1/2007,Scranton,PA,12354.3,1420.86,2404.21,4.7,119529
5/1/2007,Scranton,PA,13627.6,1530.62,2531.53,4.8,120056
6/1/2007,Scranton,PA,13408.6,1503.35,2613.92,4.9,119552
8/1/2007,Scranton,PA,13357.7,1473.99,2553.87,5,118842
10/1/2007,Scranton,PA,13930,1549.38,2740.99,5.1,118446
11/1/2007,Scranton,PA,13371.7,1481.14,2794.83,5.2,117750
2/1/2008,Scranton,PA,12266.4,1330.63,2413.36,5.4,119977
4/1/2008,Scranton,PA,12820.1,1385.59,2362.75,5.6,119321
5/1/2008,Scranton,PA,12638.3,1400.38,2480.71,5.7,119075
7/1/2008,Scranton,PA,11378,1267.38,2304.97,6,117977
8/1/2008,Scranton,PA,11544,1282.83,2310.96,6.2,116721
10/1/2008,Scranton,PA,9325.01,968.75,2069.4,6.7,115945
12/1/2008,Scranton,PA,8776.39,903.25,1398.07,7.4,115529
4/1/2009,Scranton,PA,8168.12,872.81,1551.6,8.6,110599
5/1/2009,Scranton,PA,8500.33,919.14,1719.2,8.7,109953
6/1/2009,Scranton,PA,8447,919.32,1828.68,8.7,109780
7/1/2009,Scranton,PA,9171.61,987.48,1845.72,8.8,109751
9/1/2009,Scranton,PA,9712.28,1057.08,1968.89,8.9,108576
10/1/2009,Scranton,PA,9712.73,1036.19,2057.48,9,106246
12/1/2009,Scranton,PA,10428,1115.1,2175.81,9.3,102912
2/1/2010,Scranton,PA,10325.3,1104.49,2171.2,9.7,103787
3/1/2010,Scranton,PA,10856.6,1169.43,2273.57,9.8,104337
4/1/2010,Scranton,PA,11008.6,1186.69,2402.58,9.8,103650
6/1/2010,Scranton,PA,9774.02,1030.71,2222.33,9.6,102956
7/1/2010,Scranton,PA,10465.9,1101.6,2101.36,9.4,103233
9/1/2010,Scranton,PA,10788,1141.2,2176.84,9.3,103299
10/1/2010,Scranton,PA,11118.5,1183.26,2370.75,9.3,103698
11/1/2010,Scranton,PA,11006,1180.55,2504.84,9.3,103587
12/1/2010,Scranton,PA,11577.5,1257.64,2549.43,9.3,103580
2/1/2011,Scranton,PA,12226.3,1327.22,2751.19,9.2,102537
3/1/2011,Scranton,PA,12319.7,1325.83,2737.41,9.2,101945
4/1/2011,Scranton,PA,12810.5,1363.61,2789.6,9.2,101679
6/1/2011,Scranton,PA,12414.3,1320.64,2769.19,9.3,98985
7/1/2011,Scranton,PA,12143.2,1292.28,2816.03,9.4,97355
8/1/2011,Scranton,PA,11613.5,1218.89,2744.61,9.4,96784
9/1/2011,Scranton,PA,10913.4,1131.42,2546.04,9.4,96320
11/1/2011,Scranton,PA,12045.7,1246.96,2606.96,9.2,96125
12/1/2011,Scranton,PA,12217.6,1257.6,2626.2,9.2,95222
2/1/2012,Scranton,PA,12952.1,1365.68,2848.27,9.1,92755
3/1/2012,Scranton,PA,13212,1408.47,2988.97,9.2,92066
5/1/2012,Scranton,PA,12393.5,1310.33,3050.44,9.4,91731
6/1/2012,Scranton,PA,12880.1,1362.16,2747.48,9.5,91824
8/1/2012,Scranton,PA,13090.8,1406.58,2920.21,9.6,91255
10/1/2012,Scranton,PA,13096.5,1412.16,3113.53,9.5,90705
11/1/2012,Scranton,PA,13025.6,1416.18,3020.06,9.5,90686
2/1/2013,Scranton,PA,14054.5,1514.68,3179.1,9.4,91006
3/1/2013,Scranton,PA,14578.5,1569.19,3169.74,9.3,91112
4/1/2013,Scranton,PA,14839.8,1597.57,3239.17,9.2,90829
5/1/2013,Scranton,PA,15115.6,1630.74,3299.13,9.1,90567
7/1/2013,Scranton,PA,15499.5,1685.73,3434.49,8.9,90171
8/1/2013,Scranton,PA,14810.3,1632.97,3675.74,8.8,90122
10/1/2013,Scranton,PA,15545.8,1756.54,3817.98,8.5,89986
11/1/2013,Scranton,PA,16086.4,1805.81,3922.04,8.3,89988
4/1/2014,Scranton,PA,16580.8,1883.95,4268.04,7.3,89842
5/1/2014,Scranton,PA,16717.2,1923.57,4127.45,7.2,89572
7/1/2014,Scranton,PA,16563.3,1930.67,4458.65,6.9,89375
8/1/2014,Scranton,PA,17098.4,2003.37,4352.64,6.8,89039
10/1/2014,Scranton,PA,17390.5,2018.05,4422.09,6.5,87625
12/1/2014,Scranton,PA,17823.1,2058.9,4727.35,6.3,85830
4/1/2015,Scranton,PA,17840.5,2085.51,4880.23,6.4,84023
5/1/2015,Scranton,PA,18010.7,2107.39,5005.39,6.4,84467
6/1/2015,Scranton,PA,17619.5,2063.11,5082.93,6.3,84726
7/1/2015,Scranton,PA,17689.9,2103.84,5013.12,6.2,85137
9/1/2015,Scranton,PA,16284.7,1920.03,4636.1,6,85614
10/1/2015,Scranton,PA,17663.5,2079.36,4627.08,5.9,85238
12/1/2015,Scranton,PA,17425,2043.94,5156.31,5.9,85130
2/1/2016,Scranton,PA,16516.5,1932.23,4620.37,6,85265
3/1/2016,Scranton,PA,17685.1,2059.74,4689.6,6.1,84925
4/1/2016,Scranton,PA,17773.6,2065.3,4914.54,6.1,84246
6/1/2016,Scranton,PA,17930,2098.86,4952.25,6.2,81963
7/1/2016,Scranton,PA,18432.2,2173.6,4862.57,6.2,80646
8/1/2016,Scranton,PA,18400.9,2170.95,5184.2,6.1,80220
9/1/2016,Scranton,PA,18308.2,2168.27,5227.21,6.1,79785
11/1/2016,Scranton,PA,19123.6,2198.81,5153.58,6,79453
12/1/2016,Scranton,PA,19762.6,2238.83,5251.11,5.9,78980
2/1/2017,Scranton,PA,20812.2,2363.64,5642.65,5.8,78044
3/1/2017,Scranton,PA,20663.2,2362.72,5904.03,5.7,77724
5/1/2017,Scranton,PA,21008.7,2411.8,6091.6,5.6,76923
6/1/2017,Scranton,PA,21349.6,2423.41,6246.83,5.5,76898
8/1/2017,Scranton,PA,21948.1,2471.65,6362.94,5.4,77036
9/1/2017,Scranton,PA,22405.1,2519.36,6435.33,5.4,77234
11/1/2017,Scranton,PA,24272.3,2584.84,6716.53,5.4,77009
12/1/2017,Scranton,PA,24719.2,2673.61,6847.59,5.3,76817
2/1/2018,Scranton,PA,25029.2,2713.83,7385.86,5.1,77530
3/1/2018,Scranton,PA,24103.1,2640.87,7180.56,5,78443
5/1/2018,Scranton,PA,24415.8,2705.27,7130.7,5,80356
6/1/2018,Scranton,PA,24271.4,2718.37,7554.33,5,81125
8/1/2018,Scranton,PA,25964.8,2901.52,7707.29,5,82515
10/1/2018,Scranton,PA,25115.8,2711.74,8037.3,5.1,83553
11/1/2018,Scranton,PA,25538.5,2760.17,7434.06,5.1,84828
2/1/2019,Scranton,PA,25916,2784.49,7263.87,4.9,86967
3/1/2019,Scranton,PA,25928.7,2834.4,7595.35,4.8,87331
4/1/2019,Scranton,PA,26592.9,2945.83,7828.91,4.7,88078
5/1/2019,Scranton,PA,24815,2752.06,8049.64,4.7,88298
7/1/2019,Scranton,PA,26864.3,2980.38,8091.16,4.7,88757
8/1/2019,Scranton,PA,26403.3,2926.46,8111.12,4.8,89318
10/1/2019,Scranton,PA,27046.2,3037.56,7908.68,5.1,89825
11/1/2019,Scranton,PA,28051.4,3140.98,8386.4,5.2,89489
4/1/2003,Seattle,WA,8480.09,916.92,1348.3,6.9,342341
5/1/2003,Seattle,WA,8850.26,963.59,1472.56,6.9,344221
7/1/2003,Seattle,WA,9233.8,990.31,1640.13,6.8,347236
8/1/2003,Seattle,WA,9415.82,1008.01,1715.62,6.8,349047
10/1/2003,Seattle,WA,9801.12,1050.71,1832.25,6.5,354040
12/1/2003,Seattle,WA,10453.9,1111.92,1989.82,6.3,358733
3/1/2004,Seattle,WA,10357.7,1126.21,2057.8,5.9,367911
4/1/2004,Seattle,WA,10225.6,1107.3,2015.01,5.8,370923
6/1/2004,Seattle,WA,10435.5,1140.84,1990.77,5.5,379263
7/1/2004,Seattle,WA,10139.7,1101.72,2015.55,5.4,383262
9/1/2004,Seattle,WA,10080.3,1114.58,1850.41,5.3,389675
10/1/2004,Seattle,WA,10027.5,1130.2,1942.2,5.2,392979
11/1/2004,Seattle,WA,10428,1173.82,1979.87,5.2,396962
12/1/2004,Seattle,WA,10783,1211.92,2138.23,5.2,401377
2/1/2005,Seattle,WA,10766.2,1203.6,2068.7,5.1,410348
3/1/2005,Seattle,WA,10503.8,1180.59,2071.25,5,415352
4/1/2005,Seattle,WA,10192.5,1156.85,1984.81,5,420124
6/1/2005,Seattle,WA,10275,1191.33,2087.86,4.9,430515
7/1/2005,Seattle,WA,10640.9,1234.18,2057.37,4.8,436832
8/1/2005,Seattle,WA,10481.6,1220.33,2195.38,4.8,444489
9/1/2005,Seattle,WA,10568.7,1228.81,2147.9,4.7,451080
11/1/2005,Seattle,WA,10805.9,1249.48,2114.05,4.5,463242
12/1/2005,Seattle,WA,10717.5,1248.29,2267.17,4.4,469270
2/1/2006,Seattle,WA,10993.4,1280.66,2310.56,4.2,479702
3/1/2006,Seattle,WA,11109.3,1294.87,2314.64,4.1,484298
5/1/2006,Seattle,WA,11168.3,1270.09,2304.79,4.2,494038
6/1/2006,Seattle,WA,11150.2,1270.2,2219.86,4.2,498688
8/1/2006,Seattle,WA,11381.2,1303.82,2061.99,4.3,505668
9/1/2006,Seattle,WA,11679.1,1335.85,2193.16,4.2,508484
11/1/2006,Seattle,WA,12221.9,1400.63,2334.35,4.2,515916
12/1/2006,Seattle,WA,12463.2,1418.3,2413.21,4.1,517955
2/1/2007,Seattle,WA,12268.6,1406.82,2468.38,3.9,519830
3/1/2007,Seattle,WA,12354.3,1420.86,2404.21,3.8,523292
5/1/2007,Seattle,WA,13627.6,1530.62,2531.53,3.6,533284
6/1/2007,Seattle,WA,13408.6,1503.35,2613.92,3.6,535358
8/1/2007,Seattle,WA,13357.7,1473.99,2553.87,3.7,537157
10/1/2007,Seattle,WA,13930,1549.38,2740.99,3.7,537642
11/1/2007,Seattle,WA,13371.7,1481.14,2794.83,3.6,534364
2/1/2008,Seattle,WA,12266.4,1330.63,2413.36,3.7,531358
4/1/2008,Seattle,WA,12820.1,1385.59,2362.75,3.9,519056
5/1/2008,Seattle,WA,12638.3,1400.38,2480.71,4.1,512287
7/1/2008,Seattle,WA,11378,1267.38,2304.97,4.4,502484
8/1/2008,Seattle,WA,11544,1282.83,2310.96,4.6,495699
10/1/2008,Seattle,WA,9325.01,968.75,2069.4,5.2,482662
12/1/2008,Seattle,WA,8776.39,903.25,1398.07,6,470430
4/1/2009,Seattle,WA,8168.12,872.81,1551.6,8,455317
5/1/2009,Seattle,WA,8500.33,919.14,1719.2,8.4,449688
6/1/2009,Seattle,WA,8447,919.32,1828.68,8.8,444524
7/1/2009,Seattle,WA,9171.61,987.48,1845.72,9.2,442283
9/1/2009,Seattle,WA,9712.28,1057.08,1968.89,9.7,440932
10/1/2009,Seattle,WA,9712.73,1036.19,2057.48,9.9,441727
12/1/2009,Seattle,WA,10428,1115.1,2175.81,10,444755
2/1/2010,Seattle,WA,10325.3,1104.49,2171.2,10,439563
3/1/2010,Seattle,WA,10856.6,1169.43,2273.57,10,435159
4/1/2010,Seattle,WA,11008.6,1186.69,2402.58,9.9,437098
6/1/2010,Seattle,WA,9774.02,1030.71,2222.33,9.6,439902
7/1/2010,Seattle,WA,10465.9,1101.6,2101.36,9.5,437562
9/1/2010,Seattle,WA,10788,1141.2,2176.84,9.4,430312
10/1/2010,Seattle,WA,11118.5,1183.26,2370.75,9.4,425950
11/1/2010,Seattle,WA,11006,1180.55,2504.84,9.4,421973
12/1/2010,Seattle,WA,11577.5,1257.64,2549.43,9.3,418578
2/1/2011,Seattle,WA,12226.3,1327.22,2751.19,9.2,416503
3/1/2011,Seattle,WA,12319.7,1325.83,2737.41,9.1,414476
4/1/2011,Seattle,WA,12810.5,1363.61,2789.6,9,412018
6/1/2011,Seattle,WA,12414.3,1320.64,2769.19,8.8,402087
7/1/2011,Seattle,WA,12143.2,1292.28,2816.03,8.7,398875
8/1/2011,Seattle,WA,11613.5,1218.89,2744.61,8.5,398507
9/1/2011,Seattle,WA,10913.4,1131.42,2546.04,8.4,397287
11/1/2011,Seattle,WA,12045.7,1246.96,2606.96,8.1,395914
12/1/2011,Seattle,WA,12217.6,1257.6,2626.2,8,394693
2/1/2012,Seattle,WA,12952.1,1365.68,2848.27,7.8,392013
3/1/2012,Seattle,WA,13212,1408.47,2988.97,7.7,393416
5/1/2012,Seattle,WA,12393.5,1310.33,3050.44,7.5,402050
6/1/2012,Seattle,WA,12880.1,1362.16,2747.48,7.4,407697
8/1/2012,Seattle,WA,13090.8,1406.58,2920.21,7,418171
10/1/2012,Seattle,WA,13096.5,1412.16,3113.53,6.6,427570
11/1/2012,Seattle,WA,13025.6,1416.18,3020.06,6.4,432807
2/1/2013,Seattle,WA,14054.5,1514.68,3179.1,6.1,449213
3/1/2013,Seattle,WA,14578.5,1569.19,3169.74,6,455206
4/1/2013,Seattle,WA,14839.8,1597.57,3239.17,5.9,461934
5/1/2013,Seattle,WA,15115.6,1630.74,3299.13,5.9,465712
7/1/2013,Seattle,WA,15499.5,1685.73,3434.49,5.9,472346
8/1/2013,Seattle,WA,14810.3,1632.97,3675.74,5.8,476044
10/1/2013,Seattle,WA,15545.8,1756.54,3817.98,5.8,484637
11/1/2013,Seattle,WA,16086.4,1805.81,3922.04,5.7,487156
4/1/2014,Seattle,WA,16580.8,1883.95,4268.04,5.4,499370
5/1/2014,Seattle,WA,16717.2,1923.57,4127.45,5.3,500396
7/1/2014,Seattle,WA,16563.3,1930.67,4458.65,5.2,507306
8/1/2014,Seattle,WA,17098.4,2003.37,4352.64,5.2,509276
10/1/2014,Seattle,WA,17390.5,2018.05,4422.09,5.1,514496
12/1/2014,Seattle,WA,17823.1,2058.9,4727.35,4.9,524295
4/1/2015,Seattle,WA,17840.5,2085.51,4880.23,4.8,544200
5/1/2015,Seattle,WA,18010.7,2107.39,5005.39,4.8,550279
6/1/2015,Seattle,WA,17619.5,2063.11,5082.93,4.7,554281
7/1/2015,Seattle,WA,17689.9,2103.84,5013.12,4.7,560260
9/1/2015,Seattle,WA,16284.7,1920.03,4636.1,4.8,578148
10/1/2015,Seattle,WA,17663.5,2079.36,4627.08,4.8,585881
12/1/2015,Seattle,WA,17425,2043.94,5156.31,4.8,599110
2/1/2016,Seattle,WA,16516.5,1932.23,4620.37,4.7,609081
3/1/2016,Seattle,WA,17685.1,2059.74,4689.6,4.6,616923
4/1/2016,Seattle,WA,17773.6,2065.3,4914.54,4.6,626966
6/1/2016,Seattle,WA,17930,2098.86,4952.25,4.4,640770
7/1/2016,Seattle,WA,18432.2,2173.6,4862.57,4.4,647636
8/1/2016,Seattle,WA,18400.9,2170.95,5184.2,4.3,652570
9/1/2016,Seattle,WA,18308.2,2168.27,5227.21,4.3,657695
11/1/2016,Seattle,WA,19123.6,2198.81,5153.58,4.2,669136
12/1/2016,Seattle,WA,19762.6,2238.83,5251.11,4.1,677779
2/1/2017,Seattle,WA,20812.2,2363.64,5642.65,4,692790
3/1/2017,Seattle,WA,20663.2,2362.72,5904.03,4,696753
5/1/2017,Seattle,WA,21008.7,2411.8,6091.6,4,714683
6/1/2017,Seattle,WA,21349.6,2423.41,6246.83,4.1,727487
8/1/2017,Seattle,WA,21948.1,2471.65,6362.94,4.1,748758
9/1/2017,Seattle,WA,22405.1,2519.36,6435.33,4.1,756534
11/1/2017,Seattle,WA,24272.3,2584.84,6716.53,4.1,773368
12/1/2017,Seattle,WA,24719.2,2673.61,6847.59,4.1,781644
2/1/2018,Seattle,WA,25029.2,2713.83,7385.86,4,803719
3/1/2018,Seattle,WA,24103.1,2640.87,7180.56,3.9,816125
5/1/2018,Seattle,WA,24415.8,2705.27,7130.7,3.8,826946
6/1/2018,Seattle,WA,24271.4,2718.37,7554.33,3.8,826838
8/1/2018,Seattle,WA,25964.8,2901.52,7707.29,3.8,820547
10/1/2018,Seattle,WA,25115.8,2711.74,8037.3,3.8,820435
11/1/2018,Seattle,WA,25538.5,2760.17,7434.06,3.8,817093
2/1/2019,Seattle,WA,25916,2784.49,7263.87,3.9,796475
3/1/2019,Seattle,WA,25928.7,2834.4,7595.35,3.9,791164
4/1/2019,Seattle,WA,26592.9,2945.83,7828.91,3.9,785937
5/1/2019,Seattle,WA,24815,2752.06,8049.64,3.8,782775
7/1/2019,Seattle,WA,26864.3,2980.38,8091.16,3.6,781731
8/1/2019,Seattle,WA,26403.3,2926.46,8111.12,3.5,783614
10/1/2019,Seattle,WA,27046.2,3037.56,7908.68,3.5,784630
11/1/2019,Seattle,WA,28051.4,3140.98,8386.4,3.3,788340
4/1/2003,Shreveport,LA,8480.09,916.92,1348.3,7.7,0
5/1/2003,Shreveport,LA,8850.26,963.59,1472.56,7.8,93107
7/1/2003,Shreveport,LA,9233.8,990.31,1640.13,7.6,93098
8/1/2003,Shreveport,LA,9415.82,1008.01,1715.62,7.3,93246
10/1/2003,Shreveport,LA,9801.12,1050.71,1832.25,6.6,93657
12/1/2003,Shreveport,LA,10453.9,1111.92,1989.82,6.3,93724
3/1/2004,Shreveport,LA,10357.7,1126.21,2057.8,6.3,95825
4/1/2004,Shreveport,LA,10225.6,1107.3,2015.01,6.4,96714
6/1/2004,Shreveport,LA,10435.5,1140.84,1990.77,6.3,97183
7/1/2004,Shreveport,LA,10139.7,1101.72,2015.55,6.2,96907
9/1/2004,Shreveport,LA,10080.3,1114.58,1850.41,6,96739
10/1/2004,Shreveport,LA,10027.5,1130.2,1942.2,6,96816
11/1/2004,Shreveport,LA,10428,1173.82,1979.87,5.9,97158
12/1/2004,Shreveport,LA,10783,1211.92,2138.23,5.9,97216
2/1/2005,Shreveport,LA,10766.2,1203.6,2068.7,5.8,95739
3/1/2005,Shreveport,LA,10503.8,1180.59,2071.25,5.8,94014
4/1/2005,Shreveport,LA,10192.5,1156.85,1984.81,5.9,92792
6/1/2005,Shreveport,LA,10275,1191.33,2087.86,6.1,93211
7/1/2005,Shreveport,LA,10640.9,1234.18,2057.37,6.2,94228
8/1/2005,Shreveport,LA,10481.6,1220.33,2195.38,6.4,95250
9/1/2005,Shreveport,LA,10568.7,1228.81,2147.9,6.2,95537
11/1/2005,Shreveport,LA,10805.9,1249.48,2114.05,6.1,96227
12/1/2005,Shreveport,LA,10717.5,1248.29,2267.17,5.9,96930
2/1/2006,Shreveport,LA,10993.4,1280.66,2310.56,4,99106
3/1/2006,Shreveport,LA,11109.3,1294.87,2314.64,4,100584
5/1/2006,Shreveport,LA,11168.3,1270.09,2304.79,4.2,102922
6/1/2006,Shreveport,LA,11150.2,1270.2,2219.86,4.3,103376
8/1/2006,Shreveport,LA,11381.2,1303.82,2061.99,4.5,103984
9/1/2006,Shreveport,LA,11679.1,1335.85,2193.16,4.6,104494
11/1/2006,Shreveport,LA,12221.9,1400.63,2334.35,4.8,105325
12/1/2006,Shreveport,LA,12463.2,1418.3,2413.21,4.9,105550
2/1/2007,Shreveport,LA,12268.6,1406.82,2468.38,4.9,106245
3/1/2007,Shreveport,LA,12354.3,1420.86,2404.21,4.9,106515
5/1/2007,Shreveport,LA,13627.6,1530.62,2531.53,4.9,106576
6/1/2007,Shreveport,LA,13408.6,1503.35,2613.92,5,106426
8/1/2007,Shreveport,LA,13357.7,1473.99,2553.87,5,105823
10/1/2007,Shreveport,LA,13930,1549.38,2740.99,4.9,105550
11/1/2007,Shreveport,LA,13371.7,1481.14,2794.83,4.8,105614
2/1/2008,Shreveport,LA,12266.4,1330.63,2413.36,4.8,105433
4/1/2008,Shreveport,LA,12820.1,1385.59,2362.75,5,106171
5/1/2008,Shreveport,LA,12638.3,1400.38,2480.71,5.1,106684
7/1/2008,Shreveport,LA,11378,1267.38,2304.97,5.5,106539
8/1/2008,Shreveport,LA,11544,1282.83,2310.96,5.6,106481
10/1/2008,Shreveport,LA,9325.01,968.75,2069.4,6.3,106618
12/1/2008,Shreveport,LA,8776.39,903.25,1398.07,6.9,106397
4/1/2009,Shreveport,LA,8168.12,872.81,1551.6,7.3,105854
5/1/2009,Shreveport,LA,8500.33,919.14,1719.2,7.4,105619
6/1/2009,Shreveport,LA,8447,919.32,1828.68,7.5,105779
7/1/2009,Shreveport,LA,9171.61,987.48,1845.72,7.5,106034
9/1/2009,Shreveport,LA,9712.28,1057.08,1968.89,7.5,106467
10/1/2009,Shreveport,LA,9712.73,1036.19,2057.48,7.5,106487
12/1/2009,Shreveport,LA,10428,1115.1,2175.81,7.4,106825
2/1/2010,Shreveport,LA,10325.3,1104.49,2171.2,7.5,107700
3/1/2010,Shreveport,LA,10856.6,1169.43,2273.57,7.5,107945
4/1/2010,Shreveport,LA,11008.6,1186.69,2402.58,7.5,107944
6/1/2010,Shreveport,LA,9774.02,1030.71,2222.33,7.6,107979
7/1/2010,Shreveport,LA,10465.9,1101.6,2101.36,7.8,108062
9/1/2010,Shreveport,LA,10788,1141.2,2176.84,8,108190
10/1/2010,Shreveport,LA,11118.5,1183.26,2370.75,8.1,108172
11/1/2010,Shreveport,LA,11006,1180.55,2504.84,8.1,108144
12/1/2010,Shreveport,LA,11577.5,1257.64,2549.43,8.1,108360
2/1/2011,Shreveport,LA,12226.3,1327.22,2751.19,7.9,107835
3/1/2011,Shreveport,LA,12319.7,1325.83,2737.41,7.7,107534
4/1/2011,Shreveport,LA,12810.5,1363.61,2789.6,7.6,107611
6/1/2011,Shreveport,LA,12414.3,1320.64,2769.19,7.5,107697
7/1/2011,Shreveport,LA,12143.2,1292.28,2816.03,7.4,107696
